Province,Name,Amount
FREE STATE,VRYSTAAT-VERSORGING IN AKSIE (FREE STATE CARE IN ACTION) ),316530.0
FREE STATE,ITEMOHENG MAQHEKU,132309.0
MPUMALANGA,SAKHASIVE EARLY CHILD DEVELOPMENT,96000.0
MPUMALANGA,SAKHASIVE EARLY CHILD DEVELOPMENT,14600.0
LIMPOPO,MAMPA DROP IN CENTRE,264800.0
LIMPOPO,MASHASHANE COMMUNITY HOME BASED CARE,105000.0
KWAZULU-NATAL,SIYAPHAMBILI HIV/AIDS SUPPORT GROUP,143900.0
NORTH WEST,HOSPICE RUSTENBURG,286867.0
WESTERN CAPE,OUDTSHOORN ASSOCIATION FOR THE PERSON WITH DISABILITIES,844768.0
LIMPOPO,MMATAPALA CRECHE,145000.0
LIMPOPO,TSAKAMBILU CHARITY PROGRESS PROJECT,149000.0
GAUTENG,BALESENG DAY CARE CENTRE,194600.0
LIMPOPO,RAMATHETSE CRECHE,197213.0
GAUTENG,MINTIRO YA BULABULA DAY CARE CENTRE,168311.0
MPUMALANGA,ITIRELENG PRE SCHOOL,174143.0
GAUTENG,ARISE AND SHINE DAY-CARE CENTRE,297000.0
NORTH WEST,FATLHOSANG BANA EDUCARE,139500.0
NORTH WEST,KRAAIPAN COMMUNITY HOME,73960.0
LIMPOPO,PHEDISHI OLD AGE CLUB,138900.0
KWAZULU-NATAL,ENTUTHUKWENI PRE-SCHOOL,246900.0
NORTHERN CAPE,UBUNTU DROP IN CENTRE,470800.0
GAUTENG,TSHIAMO DAYCARE CENTRE,213000.0
GAUTENG,HLANGANANI DAY CARE CENTRE,226398.0
KWAZULU-NATAL,SILINDOKUHLE CRECHE & PRE-SCHOOL,150000.0
GAUTENG,LERATONG LITTLE SWEETHEARTS DAY AND NIGHT CARE CENTRE,139000.0
GAUTENG,LETS STAY TOGETHER DISABLED ORGANISATION,109800.0
KWAZULU-NATAL,SHEKEMBUYA ECD CENTRE,202606.0
GAUTENG,GOLDEN-DUCK DAY CARE CENTRE,221000.0
GAUTENG,THANDOLUHLE PRE-SCHOOL & DAY CARE,178000.0
WESTERN CAPE,SIYAPHAMBILI COMMUNITY PROJECTS,154977.0
GAUTENG,BOHLALE DAY & AFTER CARE CENTRE,254966.0
GAUTENG,MAOLADY'S CHILDREN'S HOME,141200.0
NORTHERN CAPE,KOKERBOOMPIE METHODISTE BRWAARSKOOL,138474.0
LIMPOPO,HITAPFUNEKA DROP IN CENTRE,723787.0
GAUTENG,SIQOBILE COMMUNITY BASE CARE,205954.0
KWAZULU-NATAL,NTUZUMA CRECHE,342545.0
FREE STATE,HOPE FOR THE FUTURE ORGANISATION,155700.0
FREE STATE,TLHOLO OLD AGE COMMUNITY DEVELOPMENT,126000.0
KWAZULU-NATAL,LETHITHEMBA CRECHE,382192.0
KWAZULU-NATAL,VEZOKUHLE CRECHE,140000.0
FREE STATE,REAHOLA FARM CRECHE,142580.0
GAUTENG,TSHADI'S DAY CARE CENTRE,380100.0
GAUTENG,WELCOME DAY CARE CENTRE,175300.0
GAUTENG,SUNRISE DAY CARE CENTRE,242000.0
KWAZULU-NATAL,LINDOKUHLE AND FAMILY WELFARE SOCIETY,282392.0
GAUTENG,SUN SHINE DAY CARE  AND PRE-SCHOOL,91220.0
FREE STATE,VICTORY CRECHE,142139.0
NORTH WEST,BOPHELONG SUPPORT GROUP,189930.0
GAUTENG,KAGISO DAY AND AFTER CARE CENTRE,177000.0
GAUTENG,ENABLING DISABILITY EDUCATION NATIONALLY NPC,389000.0
GAUTENG,ALPHA DAY CARE,252800.0
LIMPOPO,KODUMELA MOEPA THUTSE DROP IN CENTRE,253969.0
FREE STATE,ENGO FAMILY CARE BLOEMFONTEIN,711395.0
MPUMALANGA,HOPE IN THE WILDERNESS MEALS ON WHEELS COMMUNITY SERVICES,254838.0
NORTH WEST,GAE BEE EARLY LEARNING CENTRE,128560.0
EASTERN CAPE,ORIENT KIDDIES EDUCARE CENTRE,326455.0
EASTERN CAPE,UNCEDO HOME BASED CARE,167000.0
KWAZULU-NATAL,PHAKELA CRECHE,331900.0
GAUTENG,WINKY WANKY EARLY CHILDHOOD DEVELOPMENT,328425.0
GAUTENG,ASIBAVIKELE SUPPORT GROUP,264000.0
LIMPOPO,DIANA HOME BASED CARE,103920.0
GAUTENG,UNTOUCHABLE TEENZ,129676.0
WESTERN CAPE,WYNBERG SOCIETY FOR THE AGED,437000.0
LIMPOPO,TCPDA/SHITACHI ECD CENTRE,194000.0
GAUTENG,PHEHELLA DAY AND NIGHT CARE CENTRE,195000.0
KWAZULU-NATAL,INTUTHUKO DAY CARE CENTRE,252348.0
LIMPOPO,LERATO -RATO DAY CARE,110200.0
MPUMALANGA,AMAZING GRACE EDUCARE,250000.0
MPUMALANGA,THEMBALETHU EDUCARE,247000.0
MPUMALANGA,SIZABANTU DAY CARE CENTRE,250000.0
FREE STATE,BOPHELO CENTRE OF HOPE,232000.0
KWAZULU-NATAL,SIZANANI CRECHE,172800.0
GAUTENG,MIRACLE MISSION HOME FOR CHILDREN,134821.0
NORTH WEST,PHATSIMA DAY CARE CENTRE,139085.0
FREE STATE,REHAUHETSWE CRECHE,213432.0
MPUMALANGA,HEYDAY EDUCARE CENTRE,180990.0
GAUTENG,LEHLABILE EARLY LEARNING CENTRE,107000.0
KWAZULU-NATAL,SEMINATHI CRECHE,297600.0
GAUTENG,BONGANI EARLY LEARNING CENTRE,104046.0
GAUTENG,MASIHLANGANENI ASS FOR PEOPLE WITH DISABILITIES,236000.0
NORTHERN CAPE,KOPANELO CARE CENTRE AND SOUP KITCHEN,188300.0
LIMPOPO,MAHLONTEBE CRECHE,184200.0
MPUMALANGA,SIPHAMANDLA HOME BASED CARE,136700.0
MPUMALANGA,SHARE NHLAMULO CRECHE,246000.0
NORTH WEST,EMMANUEL EARLY LEARNING CENTRE,185220.0
GAUTENG,FUNDA DAY CARE PRE-SCHOOL,143043.0
LIMPOPO,NHLAYISEKO EARLY LEARNING CENTRE,154000.0
GAUTENG,EMPLOYMENT SOLUTIONS FOR PEOPLE WITH DISABILITIES,569100.0
LIMPOPO,KHUJWANA CRECHE,321000.0
LIMPOPO,SHIHLOVO SEDIBA EARLY LEARNING CENTRE,318000.0
LIMPOPO,WORK TOGETHER EDUCARE CENTRE,148000.0
FREE STATE,VRYSTAAT-VERSORGING IN AKSIE TAK: WESSELSBRON,670500.0
GAUTENG,MASEGO HOME BASED CARE,99000.0
NORTHERN CAPE,RETHABILE COMMUNITY PRE SCHOOL,290881.0
WESTERN CAPE,SUN RISE EDUCARE,217800.0
WESTERN CAPE,THE AL-NOOR ORPHANAGE TRUST,568000.0
WESTERN CAPE,PASCAP TRUST,279500.0
FREE STATE,SHEET METAL PROJECT,247589.0
WESTERN CAPE,LAPHUMILANGA YOUTH DEVELOPMENT ASSOCIATION,225498.0
NORTHERN CAPE,IMPACTFUL WOMEN EMPOWERMENT PROJECTS,208199.0
MPUMALANGA,MFUNYELWA EDC,237969.0
GAUTENG,LERATO COMMUNITY CARE CENTRE,123700.0
NORTH WEST,KGOLAGANO HOME BASED CARE,160400.0
GAUTENG,KGOMOTSO NURSERY AND PRE-SCHOOL,84000.0
LIMPOPO,VYEBOOM HOME BASED CARE,149000.0
NORTHERN CAPE,INTER CHURCH WOMENS ICOSE MULTI PURPOSE PROJECT,163970.0
LIMPOPO,MALONGA COMMUNITY HOME BASED CARE,140500.0
LIMPOPO,DAVHANA DROP IN CENTRE,298000.0
NORTHERN CAPE,ANDRIESVALE SOUPKITCHEN,129575.0
NORTH WEST,REGOROGILE DAY CARE CENTRE,252172.0
WESTERN CAPE,SHIKINAH KINGDOM CENTRE,128000.0
NORTH WEST,LEUTLWETSE ECD CENTRE AND HAVEN,287000.0
FREE STATE,BOKAMOSHO EDUCARE CENTRE,144000.0
LIMPOPO,BOITSHEPO DROP-IN CENTRE,190500.0
MPUMALANGA,SINEMPATHO PRE-SCHOOL,170700.0
LIMPOPO,MONAKI CRECHE,213300.0
FREE STATE,TSHEPANG CRECHE  AND PRE SCHOOL,192741.0
LIMPOPO,LEHABILE CRECHE,216729.0
LIMPOPO,ETSOFALELA TREASURE DEVELOPMENT GROUP,277040.0
GAUTENG,THANDABANTU SOUP KITCHEN,193803.0
NORTHERN CAPE,KOPANANG CLUB FOR THE AGED,467470.0
KWAZULU-NATAL,ISANDLA SOKWALUSA CRECHE,276600.0
GAUTENG,CHRISTIAN CRECHE,232083.0
NORTH WEST,MMAMERAFE EARLY LEARNING CENTRE,209000.0
FREE STATE,KGATELOPELE DAY CARE CENTRE,181798.0
GAUTENG,SUNFLOWER KIDS CARE,248302.0
LIMPOPO,SERAKI CRECHE,159754.0
NORTHERN CAPE,SURVIVORS HOME SOUP KITCHEN,104980.0
NORTHERN CAPE,TLHABOLOGANG PRE SCHOOL,187597.0
LIMPOPO,MAKWARELA PRE SCHOOL AND CRECHE,267810.0
KWAZULU-NATAL,KHULANSEVU CRECHE,198600.0
GAUTENG,ELIM CLINIC,410000.0
KWAZULU-NATAL,INKOSINOMUSA ECD AND DEVELOPMENT CENTRE,159529.0
GAUTENG,SINEGUGU DAY CARE,179000.0
KWAZULU-NATAL,BAJABULILE ECD CENTRE,160300.0
GAUTENG,WISE KIDS DAY CARE CENTRE,296710.0
GAUTENG,CONQUEST FOR LIFE,554000.0
KWAZULU-NATAL,KUHLE KONKE DAY CARE CENTRE,140500.0
KWAZULU-NATAL,SIYAZAMA PRE SCHOOL AD CRECHE,180485.0
KWAZULU-NATAL,ISIBUSISO SETHU COMMUNITY ORGANISATION,147202.0
LIMPOPO,MAKHUTSISA VOLOP COMMUNITY CRECHE,210000.0
GAUTENG,ZANEMPILO HOME BASE CARE TRAINING,243000.0
GAUTENG,LESEDI DAY CARE CENTRE,146092.0
NORTH WEST,ATAMELANG CRECHE,333733.0
KWAZULU-NATAL,LADYSMITH HOSPICE ASSOCIATION,350100.0
MPUMALANGA,ASIBAMBANENI HOME BASE CARE,127500.0
KWAZULU-NATAL,LUVUYO EDUCARE CENTRE,187500.0
GAUTENG,MEN FOR DEVELOPMENT IN SOUTH AFRICA,292000.0
FREE STATE,"ONZE RUST SENTRUM VIR BEJAARDES, STEYNSRUS",228152.0
KWAZULU-NATAL,SIYAKHANYISA CRECHE AND PRE SCHOOL,150453.0
KWAZULU-NATAL,KWAMAKHUTHA COMMUNITY RESOURCE CENTRE,180500.0
GAUTENG,THE GOLDEN YEARS,56000.0
GAUTENG,MALEBO DAY CARE CENTER,147200.0
GAUTENG,TEDDY BEAR NURSERY SCHOOL,250500.0
LIMPOPO,MADUBANYA CRECHE,176730.0
NORTHERN CAPE,SERURUBELE EARLY LEARNING CENTRE,702598.0
LIMPOPO,HANYANI CRECHE,432460.0
FREE STATE,BOINEELO SENIOR CITIZENS CLUN,177900.0
FREE STATE,CROSS ROADS CRECHE,209369.0
FREE STATE,MARALLANENG CRECHE,159300.0
LIMPOPO,HAKULA CRECHE,330367.0
EASTERN CAPE,LITTLE ANGELS DAY CARE CENTRE,238698.0
FREE STATE,REAHOLA CRECHE,257800.0
FREE STATE,MPHATLALATSANE CRECHE,293900.0
MPUMALANGA,KHUMBULA COMMUNITY CRECHE,152000.0
NORTHERN CAPE,BATLHARO PRE SCHOOL,429300.0
MPUMALANGA,LESEDI CRECHE,255500.0
LIMPOPO,MOGALEADI CRECHE,179098.0
KWAZULU-NATAL,THEMBALETHU CRECHE,212713.0
FREE STATE,ATLEHANG DAY CARE CENTRE,179000.0
EASTERN CAPE,CHILD WELFARE SOUTH AFRICA BUTTERWORTH,975000.0
LIMPOPO,BOLOBEDU VICTIM EMPOWERMENT CENTRE,195000.0
NORTH WEST,BAKWENA KAGISO EARLY LEARNING CENTRE,143000.0
FREE STATE,MASAKHANE DAY CARE CENTRE,187960.0
FREE STATE,THANDANANI CRECHE PRE SCHOOL,300083.0
GAUTENG,NALEDI EARLY LEARNING CENTRE,101646.0
EASTERN CAPE,MICKEY MOUSE CLUBHOUSE DAY CARE & CRECHE,192162.0
GAUTENG,HARE-KOPANENG PRE-SCHOOL& CRECHE,101166.0
WESTERN CAPE,HUIS ANDREW MURRAY TRUST,225000.0
FREE STATE,IKEMELENG DAY CARE CENTRE,162800.0
GAUTENG,SINETHEMBA KUZO LUNGA,58000.0
GAUTENG,WATTVILLE THUSANANG HOME BASED CARE,259000.0
KWAZULU-NATAL,ELCSA -SED EMSENI OLD AGE HOME,982000.0
WESTERN CAPE,ENKOSI EDUCARE  CENTRE,266698.0
FREE STATE,MANGAUNG SETSHABELO CENTRE,107639.0
MPUMALANGA,IDWALA LOKUPHILA PRE SCHOOL,171200.0
MPUMALANGA,O.B MOKOENA PRE SCHOOL,186200.0
MPUMALANGA,SIYAPHAMBILI PRE-SCHOOL,317205.0
FREE STATE,MATJHABENG CHRISTIAN LEADERS FORUM,128000.0
NORTHERN CAPE,THANDANANI FEEDING SCHEME,512100.0
MPUMALANGA,SIPHUMELELE PRE SCHOOL,283019.0
MPUMALANGA,MGOBODZI MULTI-PURPOSE CENTRE,168064.0
GAUTENG,BADIRILE  EARLY CHILDHOOD DEVELOPMENT CENTRE,205599.0
LIMPOPO,TSHIKURUKURU PRE-SCHOOL,160000.0
MPUMALANGA,NTUMBA YOUTH ADVISORY CENTRE,145000.0
LIMPOPO,KIBI DAY CARE CENTRE,133000.0
KWAZULU-NATAL,SIQALO-ESIHLE CRECHE,214500.0
MPUMALANGA,NANTITHUBA STIMULATION CENTRE,233000.0
MPUMALANGA,THANDULWAZI EDUCARE CENTRE,145250.0
GAUTENG,OWETHU DAY CARE CENTRE,207000.0
GAUTENG,MORONGWA DAY CARE CENTRE,201567.0
LIMPOPO,SEBODU CRECHE,467948.0
GAUTENG,IKAGENG MONTESSORRI PRE SCHOOL,104680.0
GAUTENG,CUDDLE BUNNIES COMMUNITY PROJECT,176000.0
KWAZULU-NATAL,"GOATS,OAXLAND AND SHEEPWALK CRECHE",277365.0
FREE STATE,MENS SOLIDARITY ON CRIME AGAINST HUMANITY,165600.0
GAUTENG,WOMEN INTEGRAL IMPACT NETWORK NPC,500000.0
MPUMALANGA,THUTOPELE EDUCARE AND PROJECT,144500.0
LIMPOPO,RE TLA KGONA DAY CARE CENTRE,182200.0
WESTERN CAPE,VILLAGE CARE CENTRE,692000.0
FREE STATE,LADYBRAND HOSPICE,328595.56
NORTHERN CAPE,DOFFEL EN BEKKIE KLEUTERSKOOL,198450.0
KWAZULU-NATAL,BUHLEBUYEZA CRECHE AND PRE-SCHOOL,361805.0
FREE STATE,CHATHUSA COMMUNITY UPLIFTMENT,155000.0
GAUTENG,LERATONG DAY CARE,226154.0
LIMPOPO,MASUNGULO EDUCARE CENTRE,166000.0
LIMPOPO,VUWANI DAY CARE CENTRE,212400.0
LIMPOPO,RAMALAMULA CHILD CARE CENTRE,155000.0
MPUMALANGA,ZAMA DAY CARE CENTRE,138500.0
GAUTENG,TRINITY PRE-SCHOOL,236500.0
GAUTENG,COOL CATZ EARLY CHILDHOOD DEVELOPMENT CENTRE,218264.0
GAUTENG,IKAGENG COMMUNITY DAY CARE CENTRE,135895.0
GAUTENG,LITTLE ANGELS DAY CARE CENTRE,140000.0
MPUMALANGA,VOLKRUST RUSOORD,695255.0
FREE STATE,ZAMOKUHLE DAY CARE CENTRE,136000.0
FREE STATE,IKETSETSENG CRECHE,338000.0
LIMPOPO,NORTHAM VICTIM EMPOWERMENT,133800.0
GAUTENG,THUSANANG PRE-SCHOOL AND EDUCARE CENTRE,100000.0
FREE STATE,KATLEHONG DAY CARE CENTRE,146000.0
GAUTENG,AVISO YOUTH AND WOMEN WISDOM CENTRE,461000.0
MPUMALANGA,ZAMOKUHLE H.B.C,134000.0
GAUTENG,NKULULEKO PRE AND NURSERY,139675.0
GAUTENG,DIEPOLLO DAY CARE CENTRE,255000.0
EASTERN CAPE,GLADY`S EAST DAY CARE CENTRE,147000.0
WESTERN CAPE,ILISO EDUCARE CENTRE,160000.0
WESTERN CAPE,CAPE MENTAL HEALTH,777500.0
GAUTENG,SUNNYSIDE ORPHANAGE HOME,178500.0
FREE STATE,LAFA LA RONA DAY CARE CENTRE,161000.0
EASTERN CAPE,SIFEZILE DAY CARE CENTRE,226500.0
MPUMALANGA,LUBUMBANO LWASE MGOBODZI SERVICE CENTRE,132345.0
GAUTENG,LEBOGANG DAY CARE CENTRE,205000.0
NORTH WEST,ALFA KINDERGARTEN & DAY CARE CENTRE,369000.0
KWAZULU-NATAL,JERRY-BECKS PRE-SCHOOL,141024.0
GAUTENG,MIKATEKO DAY CARE CENTRE,292551.0
GAUTENG,CHARITY DAY CARE CENTRE,256559.0
GAUTENG,LIZOBA PRE-SCHOOL,243685.0
GAUTENG,SINOTHANDO DAY CARE,173800.0
FREE STATE,MOTHERGOOSE DAY CARE CENTRE,232274.0
GAUTENG,HAPPY FAMILY DAY CARE CENTRE,139500.0
GAUTENG,THUSANO DAY CARE CENTRE,291600.0
NORTHERN CAPE,REMMOGO EARLY LEARNING CENTRE,193200.0
LIMPOPO,SEROELI FOUNDATION,151600.0
NORTHERN CAPE,MADIDEBABE HOME BASED CARE,191600.0
NORTHERN CAPE,BOITEKO LESEDI PRE-SCHOOL,146000.0
NORTHERN CAPE,PAPI KITCHEN GROUP,439477.0
GAUTENG,TSHEPISO COMMUNITY PRE-SCHOOL,164000.0
KWAZULU-NATAL,ENKANINI CARE CENTRE,149194.0
KWAZULU-NATAL,SIYAZAMA MATIWANE CRECHE & PRE-SCHOOL,155000.0
WESTERN CAPE,AGE - IN - ACTION,625000.0
GAUTENG,KGODISONG DAY CARE CENTRE,154000.0
LIMPOPO,AMUKELO ROADHOUSE DISABLE CENTRE,144000.0
EASTERN CAPE,SIYAZAMA DAY CARE CENTRE,371110.0
EASTERN CAPE,ACVV UITENHAGE SERVICE BRANCH,854000.0
LIMPOPO,SCHOONOORD VICTIM SUPPORT CENTRE,140000.0
GAUTENG,IKHAYALAM DAY CARE,200700.0
EASTERN CAPE,MTR SMIT CHILDREN`S HAVEN,470000.0
NORTH WEST,HELPING HAND HOSPICE,151000.0
LIMPOPO,MPUDULLE COMMUNITY CRECHE,295687.0
LIMPOPO,KWELANO BOHLOKO OLD AGE AND DISABILITY CENTRE,213000.0
KWAZULU-NATAL,MLOTSHWA CRECHE,142400.0
MPUMALANGA,MANTWANI EDU -CARE,137000.0
KWAZULU-NATAL,NSINDISWENI CRECHE,142000.0
NORTH WEST,ATLEGILE EARLY CHILDHOOD DEVELOPMENT,103794.0
EASTERN CAPE,NOMBASA DAY CARE CENTRE,326944.0
LIMPOPO,MARUKUNG MULTI PURPOSE CENTRE,190998.0
LIMPOPO,WALL OF FIRE MULTI PUPOSR CENTRE,173200.0
NORTH WEST,SETUMO PARK DAY CARE CENTER,343176.0
LIMPOPO,TSHANZHE DROP IN CENTRE,144200.0
NORTHERN CAPE,HANDS GIVE HOPE #AGAPE,382000.0
MPUMALANGA,PHILA UPHILISE EDUCARE CENTRE,144500.0
WESTERN CAPE,YOMELELANI PRE SHOOL CARE CENTRE,151200.0
WESTERN CAPE,IMMANUEL-CENTRE,217284.0
FREE STATE,RENEUWE CRECHE,288430.0
KWAZULU-NATAL,INGAGANE KIDEO CRECHE,115745.0
MPUMALANGA,PHOSIWE EDU-CARE,138000.0
WESTERN CAPE,DIE GOUE JARE DIENSSENTRUM,691000.0
GAUTENG,KAMOHELO DAY CARE AND PRE-SCHOOL,142000.0
KWAZULU-NATAL,THEMBALETHU CRECHE,457880.0
WESTERN CAPE,SIYAHLUMA CRECHE AND AFTERCARE,295437.0
KWAZULU-NATAL,SIYATHUTHUKA CRECHE,322700.0
GAUTENG,FUNDA DAY CARE CENTRE,134000.0
MPUMALANGA,PFUMELANI DAY CARE CENTER,134000.0
MPUMALANGA,MASUNGULO CRECHE,150000.0
NORTHERN CAPE,BAITIREDI HOME BASED CARE,398000.0
GAUTENG,KIDDIES EDU CARE,145055.0
KWAZULU-NATAL,THOLULWAZI DAY CARE,130000.0
FREE STATE,SEITSHIRELETSONG SOCIAL SERVICES,140673.0
GAUTENG,KEEN BUDDIES DAY CARE 2,145000.0
GAUTENG,GOD IS GOOD DAY CARE CENTRE,156910.0
KWAZULU-NATAL,THANDANANI CRECHE AND PRE-SCHOOL,152300.0
WESTERN CAPE,THEMBA WERKSENTRUM DEUR GESTREMDED,250076.0
EASTERN CAPE,KHULISANI DAY  CARE,196500.0
GAUTENG,LETSEMA DAY CARE CENTRE,228000.0
GAUTENG,FUNDUKHUPHUKE DAY CARE CENTRE,188000.0
EASTERN CAPE,MASAKHUXOLO WHITE DOOR CENTRE OF HOPE,145500.0
MPUMALANGA,LESEDING EDU-CARE,210000.0
EASTERN CAPE,FAMILIES SOUTH AFRICA: PORT ELIZABETH,525000.0
MPUMALANGA,ONENESS REVIVAL TEAM (ORT),117000.0
GAUTENG,ANDILE DAYCARE CENTRE AND PRE SCHOOL,274595.0
NORTH WEST,KOPANO ECD,231758.0
GAUTENG,HAPPY LANDING DAY CARE CENTRE,214500.0
NORTH WEST,LESANG BANA DAY CARE,180600.0
KWAZULU-NATAL,THE DORCAS PAGE FOUNDATION,157600.0
WESTERN CAPE,ZANOKHANYO PRE-PRIMARY SCHOOL,279450.0
WESTERN CAPE,ZWELETHEMBA ROTARY PRE SCHOOL,298458.0
FREE STATE,NALEDI HOSPICE,184000.0
LIMPOPO,DITLOU DAY & NIGHT CARE PRE-SCHOOL,260800.0
LIMPOPO,LEHABILE CARE CENTRE,133288.0
LIMPOPO,LENYENYE CRECHE,157000.0
GAUTENG,LESEDI LA TSEBO PRE-SCHOOL,205139.0
NORTH WEST,BOIKANO CARE GROUP,160100.0
GAUTENG,HAPPY KIDEO CHILDREN'S HOME,161300.0
GAUTENG,HOSPICE ASSOCIATION OF THE WITWATERSRAND,656904.0
GAUTENG,MA-P 2 DAY AND AFTER CARE CENTRE,246000.0
GAUTENG,FREEDOM DAY CARE,310664.0
GAUTENG,CINDERELLA DAY CARE CENTRE,296277.0
GAUTENG,BOKAMOSO DAY-CARE,146550.0
MPUMALANGA,MAMOKGETHI EARLY CHILD DEVELOPMENT,152000.0
MPUMALANGA,ENTOKOZWENI DAY CARE,159600.0
WESTERN CAPE,SONDEREND SERVICE CENTRE,168660.0
EASTERN CAPE,INKULULEKO DAY CARE CENTRE,187119.0
MPUMALANGA,TIPFUXENI PRE-SCHOOL,153200.0
LIMPOPO,SMOKEY HOME BASED CARE,237000.0
LIMPOPO,PHADZIMA TSHIDZANI COMMUNITY OLD AGE,143540.0
GAUTENG,ROGER STEPHEN PROTECTIVE WORKSHOP,352500.0
LIMPOPO,SHINING PATH HOME BASED CARE,145000.0
MPUMALANGA,MASAKHANE TRYING ANGELS EDUCARE,114000.0
GAUTENG,THUSANANG DAY CARE CENTRE,146100.0
FREE STATE,VILJOENSKROON HOSPICE ASSOCIATION,302000.0
MPUMALANGA,SIFISOKUHLE HOME BASED CARE,111400.0
MPUMALANGA,MADA DAY CARE CENTRE,425000.0
MPUMALANGA,SIYAKHULA COMMUNITY CRECHE,261400.0
MPUMALANGA,MNGUNI HOME BASED CARE,130600.0
KWAZULU-NATAL,SQALO CRECHE,146829.0
KWAZULU-NATAL,SIYATHUTHUKA CRECHE,147800.0
GAUTENG,SIZAKHELE DAY CARE CENTER,198132.0
KWAZULU-NATAL,ARISE AND SHINE MINISTRY,169070.0
MPUMALANGA,MUZEKHAYA COMMUNITY CRECHE,135000.0
FREE STATE,ITSHEHETSENG CRECHE,168500.0
FREE STATE,THAROLLO EDUCARE CENTRE,152000.0
KWAZULU-NATAL,UTHANDOLWENKOSI DAY CARE CENTRE AND CRECHE,124600.0
LIMPOPO,DYONDZEKANI DAY CARE CENTRE,147700.0
LIMPOPO,MAAKE COMMUNITY VICTIM EMPOWERMENT AND SUPPORT CENTRE,137000.0
EASTERN CAPE,ETHEMBENI EDUCARE CENTRE,352413.0
EASTERN CAPE,SINOXOLO DAY CARE CENTRE,500000.0
EASTERN CAPE,SIYAPHAMBILI DISABLED COMMUNITY PROJECT,159569.0
MPUMALANGA,LESEDI HOME BASED CARE,207900.0
MPUMALANGA,MASIBAMBISANE HOME BASED CARE,208720.0
MPUMALANGA,JEREMIAH CRECHE,149000.0
WESTERN CAPE,DIPA COMMUNITY FEEDING SCHEME,250930.0
FREE STATE,MOFUMAHADI DAY CARE CRECHE,147094.0
FREE STATE,ITSOSENG EDU-CARE CENTRE,113500.0
FREE STATE,NEO EDUCARE CENTRE,393110.0
FREE STATE,RATANANG COMMUNITY BASED ORGANIZATION,146300.0
KWAZULU-NATAL,LETHUKUPHILA ECD CENTRE,140000.0
GAUTENG,BOIPATONG PLACE OF CARE,231500.0
GAUTENG,DITSHWANELO EARLY LEARNING CENTRE,140100.0
KWAZULU-NATAL,SANELE CRECHE,182710.0
KWAZULU-NATAL,ZAMOKUHLE CRECHE,143400.0
KWAZULU-NATAL,CEBANGOLWAZI CRECHE,172570.0
GAUTENG,J S MMINELE DIACONATE CENTRE,490429.0
GAUTENG,SANCA PRETORIA SOCIETY,1525000.0
MPUMALANGA,EXCELLENT DAY CARE CENTRE,167262.0
MPUMALANGA,THUSHANANG SEWING & BRICKMAKING PROJECT,533000.0
MPUMALANGA,KA MILLION CRECHE,137000.0
GAUTENG,ARMED WITH BEST CARE CRECHE,444201.0
MPUMALANGA,DUMPHRIES C CRECHE,153200.0
MPUMALANGA,BOGOGO WETHU E GOROMANE OLD AGE CENTRE,134200.0
FREE STATE,FAMSA-WELKOM (FAMILIES SOUTH AFRICA) NORTHERN FREE STATE,600512.0
NORTH WEST,IPELEGENG DAY CARE CENTRE,140304.0
GAUTENG,AHANG DEVELOPMENT ORGANISATION,494031.0
FREE STATE,BOPHELONG COMMUNITY CENTRE,159057.0
FREE STATE,MPUMELELO COMMUNITY CENTRE,163000.0
MPUMALANGA,DWALENI PRE-SCHOOL,130000.0
LIMPOPO,TSOKOLE PRE-SCHOOL,205506.0
KWAZULU-NATAL,DLANGANDODA CRECHE,249507.0
LIMPOPO,NKUKE DAY CARE CENTRE,143500.0
KWAZULU-NATAL,NHLAMANA COMMUNITY PROJECT,94000.0
NORTH WEST,KOPANANG ELC,182842.0
LIMPOPO,GET TOGETHER DAY CARE CENTRE,154199.0
MPUMALANGA,NEWINGTON YOUTH CENTRE,181000.0
GAUTENG,NONTSAPHO DAY CARE,215123.0
GAUTENG,FAMILIES SOUTH AFRICA VAAL TRIANGLE,940660.0
NORTH WEST,MAREETSANE COMMUNITY NUTRITION DEVELOPMENT CENTRE,152200.0
MPUMALANGA,XALAMUKANI DAY CARE,256000.0
WESTERN CAPE,THE SECOND CHANCE TRUST,294500.0
EASTERN CAPE,JESUS ANGELS DAY CARE,125388.0
EASTERN CAPE,SILUKHANYO COMMUNITY HOME BASED CARE,170000.0
LIMPOPO,MAMPHULO COMMUNITY CRECHE,142200.0
MPUMALANGA,KHAYALETHU DROPPING CENTRE,131200.0
GAUTENG,MPHAHLELE DAY CARE CENTRE,220500.0
KWAZULU-NATAL,OTHANDWENI CRECHE,182800.0
GAUTENG,CHANCE CHILDRENS HOME,700468.0
GAUTENG,KIDZ FOUNTAIN DAY CARE CENTRE,200410.0
KWAZULU-NATAL,SOMADODA CRECHE,164514.0
NORTH WEST,SETLHABANENG EARLY LEARNING CENTRE,173500.0
GAUTENG,VUSANANI DAY CARE CENTRE,161000.0
GAUTENG,MOEPATHUTSE CHILDREN'S CENTRE,870320.0
EASTERN CAPE,PHAKAMANI PROJECT,82000.0
WESTERN CAPE,ROTARIANS FOR FAMILY HEALTH & AIDS PREVENTION RSA NPC,975950.0
GAUTENG,HOPE OF JOY DAY CARE,138350.0
