Date,Sector,Province,Project Number,Name,Amount
2020-10-27T00:00:00Z,Arts,EC,M29197,Ubuntu Transformation Foundation NPC,3800000.0
2021-02-04T00:00:00Z,Arts,EC,M25362,Thabotshisa Projects,50000.0
2021-02-04T00:00:00Z,Arts,EC,M26537,All is well technologies,100000.0
2021-02-19T00:00:00Z,Arts,EC,M27542,Re-Aha Sechaba Old Age Organization,100000.0
2021-02-19T00:00:00Z,Arts,EC,M27528,Mtobeli Arts and Craft Development,100000.0
2021-02-19T00:00:00Z,Arts,EC,M27539,Khwephuno Community Projects,135000.0
2021-02-19T00:00:00Z,Arts,EC,M26061,Matamala Community Projects NPC,150000.0
2021-02-19T00:00:00Z,Arts,EC,M27578,Isakhono Community Development Projects NPC,176000.0
2021-02-19T00:00:00Z,Arts,EC,M26444,Mamoma Community Projects NPC,218000.0
2021-02-19T00:00:00Z,Arts,EC,M28067,Dumokoritha Community Projects NPC,238900.0
2021-02-04T00:00:00Z,Arts,EC,M26045,Ntabazinkulu Community Project,253000.0
2021-02-04T00:00:00Z,Arts,EC,M26053,Imonti Dance Arts Leadership Academy,261871.0
2021-02-19T00:00:00Z,Arts,EC,M27540,Aqhamile Community Development and Youth Project,293000.0
2021-02-19T00:00:00Z,Arts,EC,M27525,Sigwebindlala Community Farming,300000.0
2021-02-19T00:00:00Z,Arts,EC,M26057,Matatiele Arts development Organisation,308000.0
2021-02-04T00:00:00Z,Arts,EC,M25696,SNB Community Projects,328000.0
2021-02-04T00:00:00Z,Arts,EC,M25338,Zakheningokwenu NPC,328000.0
2021-02-04T00:00:00Z,Arts,EC,M25455,Usolwethu Community Service,333000.0
2020-05-15T00:00:00Z,Charities,EC,M21085,Khulisani Creche,10000.0
2020-05-26T00:00:00Z,Charities,EC,M21086,Monde Day Care Centre,12000.0
2020-05-29T00:00:00Z,Charities,EC,M21490,NOMBASA Day care Centre,12900.0
2020-05-29T00:00:00Z,Charities,EC,M21614,Child Welfare SA Port Alfred,13848.0
2020-05-29T00:00:00Z,Charities,EC,M21849,Buffalo Flats Community Centre,22500.0
2020-05-29T00:00:00Z,Charities,EC,M21258,Khulani Creche,24000.0
2020-06-03T00:00:00Z,Charities,EC,M21377,Zwelivelile ECD Centre,24000.0
2020-06-12T00:00:00Z,Charities,EC,M22202,Zingisa Daycare Centre Organisation,29000.0
2020-06-12T00:00:00Z,Charities,EC,M22222,Step For The Youth,30000.0
2020-05-15T00:00:00Z,Charities,EC,M21082,Ethembeni Day Care Centre,33000.0
2020-05-29T00:00:00Z,Charities,EC,M21613,My Little World Pre-School Body Corporate,34000.0
2020-05-29T00:00:00Z,Charities,EC,M21510,Mbaxa Daycare Centre,34600.0
2020-06-12T00:00:00Z,Charities,EC,M22001,Help Our People Excel Foundation,35000.0
2020-08-03T00:00:00Z,Charities,EC,M24052,Masivuye Old Age Centre,35000.0
2020-05-29T00:00:00Z,Charities,EC,M21771,New Era Daycare Centre,36900.0
2020-06-12T00:00:00Z,Charities,EC,M21997,Thwalisanani Community Development Centre,39000.0
2020-06-08T00:00:00Z,Charities,EC,M23937,Enkazi mlweni Service Centre,45000.0
2020-06-08T00:00:00Z,Charities,EC,M23941,ACVV Poplar Laan,46500.0
2020-05-29T00:00:00Z,Charities,EC,M21564,Zanokhanyo Community Educare Centre,47200.0
2020-05-25T00:00:00Z,Charities,EC,M21080,Mosuli Home Based & Rehab,48000.0
2021-02-03T00:00:00Z,Charities,EC,M25401,Loyiso Day Care Centre,49500.0
2020-06-08T00:00:00Z,Charities,EC,M24053,Kwezana Old Age& Disabled Centre NPC,52000.0
2020-08-11T00:00:00Z,Charities,EC,M23934,Loyiso Day Care Centre,53000.0
2020-06-08T00:00:00Z,Charities,EC,M23940,Rise 'n Shine Disability Magazine,54000.0
2020-05-29T00:00:00Z,Charities,EC,M21506,ECOPOV Africa,55000.0
2020-06-08T00:00:00Z,Charities,EC,M23942,Mutuzana Women NPC,77000.0
2020-05-15T00:00:00Z,Charities,EC,M24113,ASAP Foundation Trust,91641.0
2020-05-29T00:00:00Z,Charities,EC,M21512,Thembelitsha Rehabilitation Centre,92000.0
2020-05-29T00:00:00Z,Charities,EC,M21087,Nyhwara Home Based Care & Rehabilitation,93000.0
2020-05-29T00:00:00Z,Charities,EC,M21850,Bownsyndrome Association Amathole,96440.0
2020-05-22T00:00:00Z,Charities,EC,M21373,Ebenezer Daycare For Able & Disabled,100000.0
2020-05-29T00:00:00Z,Charities,EC,M21084,Child Welfare South Africa: Grahamstown,100000.0
2020-06-01T00:00:00Z,Charities,EC,M21242,Empilisweni HIV/AIDS and Orphans Care Centre,100000.0
2020-06-01T00:00:00Z,Charities,EC,M21259,Mickey Mouse Clubhouse DayCare Centre,100000.0
2020-06-01T00:00:00Z,Charities,EC,M21264,Bayathandwa Day Care Centre,100000.0
2020-06-08T00:00:00Z,Charities,EC,M21511,Kwacha Development,100000.0
2020-06-08T00:00:00Z,Charities,EC,M23965,Famillies South Africa Portelizabeth,100000.0
2020-06-09T00:00:00Z,Charities,EC,M21998,Port Elizabeth Mental Health,100000.0
2020-06-12T00:00:00Z,Charities,EC,M22205,Loaves And Fishes Networt,100000.0
2020-06-12T00:00:00Z,Charities,EC,M22209,Catch Projects,100000.0
2020-08-12T00:00:00Z,Charities,EC,M25522,ACVV Port Elizabeth SUID,100000.0
2021-03-04T00:00:00Z,Charities,EC,M26371,Sinobuntu Pre-School,132000.0
2021-01-27T00:00:00Z,Charities,EC,M24954,Nonesi Day Care Centre,135500.0
2021-02-04T00:00:00Z,Charities,EC,M25336,Siyazama Day Care,155366.0
2021-02-24T00:00:00Z,Charities,EC,M26111,Masincedane Organisation For The Blind,157000.0
2021-01-28T00:00:00Z,Charities,EC,M24678,Open Hands support Centre,169000.0
2021-02-08T00:00:00Z,Charities,EC,M26299,Siyaphambili Orphan Village,171982.0
2021-03-04T00:00:00Z,Charities,EC,M27381,Amatrac Uluntu,174000.0
2021-01-26T00:00:00Z,Charities,EC,M24787,Masakhane Educare Centre,176130.0
2021-02-19T00:00:00Z,Charities,EC,M26543,Vukani Qeqe Pre School,199000.0
2021-02-08T00:00:00Z,Charities,EC,M25705,Sokhana Day Care Centre,199988.0
2021-01-27T00:00:00Z,Charities,EC,M25151,Khanya Mzongwana Pre-School,204000.0
2021-02-04T00:00:00Z,Charities,EC,M25378,Itsoseng Preschool,204000.0
2021-03-11T00:00:00Z,Charities,EC,M27447,Zamani Day Care Centre,211450.0
2020-11-26T00:00:00Z,Charities,EC,M24065,Masincedisane Old Age Centre,216600.0
2021-01-20T00:00:00Z,Charities,EC,M24600,Nomzamo Pre School,222000.0
2021-02-08T00:00:00Z,Charities,EC,M25703,Busisa-Nkosi Day Care Centre,223639.0
2021-01-27T00:00:00Z,Charities,EC,M24959,Zukhanye Day Care Centre,226000.0
2021-03-01T00:00:00Z,Charities,EC,M27556,Sinako Community Health,230000.0
2021-03-19T00:00:00Z,Charities,EC,M25685,Masincedisane Centre,232000.0
2021-02-08T00:00:00Z,Charities,EC,M25331,Mizamoyethu Day Care Centre,233000.0
2021-02-09T00:00:00Z,Charities,EC,M26037,Lavela Old Age Centre,234997.0
2021-02-12T00:00:00Z,Charities,EC,M26055,Sunrise Educare,235800.0
2021-01-26T00:00:00Z,Charities,EC,M25345,Makukhanye Service Centre for the Aged,243317.0
2021-01-20T00:00:00Z,Charities,EC,M24556,"Sizongqoba Drug, Alcohol, Crime, And Women Abuse",245660.0
2021-03-11T00:00:00Z,Charities,EC,M26816,Phumlani Day Care Centre,246200.0
2021-03-24T00:00:00Z,Charities,EC,M26551,Khuphukani Pre-School,251000.0
2021-02-04T00:00:00Z,Charities,EC,M25365,Sinelitha Day Care Centre,253000.0
2020-12-19T00:00:00Z,Charities,EC,M24576,Pakamani Pre-School,262400.0
2021-02-18T00:00:00Z,Charities,EC,M26547,Mangunkone White Door Centre,264000.0
2021-02-23T00:00:00Z,Charities,EC,M26108,New Beginnings Day Care Centre,268884.0
2021-02-18T00:00:00Z,Charities,EC,M26545,Ntinga Day Care Centre,269000.0
2021-03-11T00:00:00Z,Charities,EC,M27555,Sifunda Sidlala Day Care Centre,269454.0
2021-02-04T00:00:00Z,Charities,EC,M24926,Lukhanyo Lwethu Day Care Centre,269624.0
2021-02-26T00:00:00Z,Charities,EC,M26670,Lingelethu Care Child Centre,272800.0
2021-03-12T00:00:00Z,Charities,EC,M26489,Nothenga Day Care Centre,274242.0
2021-01-15T00:00:00Z,Charities,EC,M24680,Eastern Cape Braille Print Institute,277000.0
2021-03-04T00:00:00Z,Charities,EC,M26410,Khanya Educare Centre,277000.0
2020-04-13T00:00:00Z,Charities,EC,M20993,Thembile Trust,280000.0
2020-04-13T00:00:00Z,Charities,EC,M20994,Sinethemba Developmental,280000.0
2020-04-13T00:00:00Z,Charities,EC,M21011,Farmers Network,280000.0
2020-04-13T00:00:00Z,Charities,EC,M20995,Nkosi Minenkulu Joyi Foundation Submission,280000.0
2020-04-13T00:00:00Z,Charities,EC,M20996,Ithemba neKamva Foundation,280000.0
2021-03-19T00:00:00Z,Charities,EC,M27623,Siyazama Pre-School,286500.0
2021-02-03T00:00:00Z,Charities,EC,M25372,Ubabalo Lusanele Skill centre,287000.0
2020-11-26T00:00:00Z,Charities,EC,M23869,Coping Victim Empowerment Centre,293197.0
2021-03-12T00:00:00Z,Charities,EC,M27519,Nompumelelo Day Care Centre,295000.0
2021-02-04T00:00:00Z,Charities,EC,M25347,Lower Gqumashe Day Care Centre,299741.0
2021-03-05T00:00:00Z,Charities,EC,M28838,Coping Centre For People Living With HIV/AIDS,302632.0
2021-01-27T00:00:00Z,Charities,EC,M25706,Ilingelethu Day Care Centre,303220.0
2021-01-27T00:00:00Z,Charities,EC,M25131,Enkululekweni Pre-School,304000.0
2021-03-11T00:00:00Z,Charities,EC,M27254,Ekonwabeni Day Care Centre,309200.0
2021-03-04T00:00:00Z,Charities,EC,M26563,Vuka Mama Community Development Centre,315969.0
2021-03-02T00:00:00Z,Charities,EC,M26059,Sisonke Day Care Centre,319019.0
2021-02-04T00:00:00Z,Charities,EC,M25363,Mpundu Old Age and Disabled Centre,325058.0
2021-03-05T00:00:00Z,Charities,EC,M27441,Zigadini Domestic Violence Center,326800.0
2021-02-08T00:00:00Z,Charities,EC,M25123,Entandweni Development Centre,329564.0
2021-01-26T00:00:00Z,Charities,EC,M24790,Tokoloho Pre-School,334000.0
2021-02-08T00:00:00Z,Charities,EC,M25704,Masiqhame Day Care Centre,346198.0
2021-02-09T00:00:00Z,Charities,EC,M25691,Nkqubela Old Age Home,358163.0
2021-02-23T00:00:00Z,Charities,EC,M26831,Nzondelelo Day Care Centre,384187.0
2021-03-02T00:00:00Z,Charities,EC,M26058,Valipatwa Pre-School,398000.0
2021-03-09T00:00:00Z,Charities,EC,M27535,Masizakhe Day Care Centre,421480.0
2021-03-09T00:00:00Z,Charities,EC,M27713,Qhaph'Ggi Day Care Centre,428993.0
2021-03-11T00:00:00Z,Charities,EC,M24589,Linomso Community Child Care Centre,433700.0
2021-03-09T00:00:00Z,Charities,EC,M27107,Vuyolwethu Pre School,448000.0
2021-03-11T00:00:00Z,Charities,EC,M27225,Philani Centre For The Aged,455500.0
2021-02-09T00:00:00Z,Charities,EC,M25451,Yinjongo Yethu HCBC,463604.0
2021-03-11T00:00:00Z,Charities,EC,M27760,Special Gift Day Care Centre,489999.0
2021-03-09T00:00:00Z,Charities,EC,M26367,Masincedane Day Care Centre,498000.0
2021-03-03T00:00:00Z,Charities,EC,M26525,Somila Community Development Association,500000.0
2021-03-09T00:00:00Z,Charities,EC,M26403,Little Angel Day Care Centre,500000.0
2021-03-12T00:00:00Z,Charities,EC,M27642,Christelik-Maatskaplike Raad Vir Die Ring Van Queenstown,523223.0
2021-03-11T00:00:00Z,Charities,EC,M27144,Monde Day Care Centre,540918.0
2021-02-04T00:00:00Z,Charities,EC,M24897,Lina Community Development,549000.0
2021-02-23T00:00:00Z,Charities,EC,M27076,Harvest Community Project-Multi-Purpose Centre,561000.0
2021-01-26T00:00:00Z,Charities,EC,M24794,Tholulwazi Development Organisation,649604.0
2020-12-15T00:00:00Z,Charities,EC,M24147,Christelik Maatkaplike Raad van die Drakensberg,751371.0
2021-02-26T00:00:00Z,Charities,EC,M26321,The Association for the Rehabilitation of Persons with Disability,776000.0
2021-02-02T00:00:00Z,Charities,EC,M24465,Grahamstown Hospice Service,806000.0
2021-02-04T00:00:00Z,Charities,EC,M24835,Camdeboo Hospice,811200.0
2021-02-25T00:00:00Z,Charities,EC,M26779,Retina South Africa,898500.0
2021-01-20T00:00:00Z,Charities,EC,M24557,Lisebanzi Foundation NPC,920489.0
2021-03-05T00:00:00Z,Charities,EC,M27622,Yokhuselo Haven,1088004.0
2021-03-11T00:00:00Z,Charities,EC,M28014,Mthombolwazi Day Care,1123416.0
2021-03-03T00:00:00Z,Charities,EC,M27543,Ubuhlebethu 1203 Organisation NPO,1179870.0
2021-02-23T00:00:00Z,Charities,EC,M26978,Eastern Cape Disability Economic Empowerment Trust,1266000.0
2021-02-18T00:00:00Z,Charities,EC,M25759,Empilisweni HIV AIDS & Orphans Care Centre,1408250.0
2020-12-04T00:00:00Z,Charities,EC,M24196,Vuyani Safe Haven,1866168.0
2020-09-08T00:00:00Z,Charities,EC,M25405,Football Champions Foundation,2000000.0
2020-09-10T00:00:00Z,Charities,EC,M25428,Lemacube NPC,2000000.0
2021-03-04T00:00:00Z,Charities,EC,M27632,Nyhwara Home Based Care & Rehabilitation,2010025.0
2020-04-20T00:00:00Z,Charities,EC,M23619,Vusizwe Sika Menziwa Development Foundation Trust,2300000.0
2020-04-20T00:00:00Z,Charities,EC,M23617,Impendulo Foundation,2400000.0
2021-03-31T00:00:00Z,Charities,EC,M31348,Vusizwe Sika Menziwa Development Foundation Trust,4000000.0
2020-09-08T00:00:00Z,Charities,EC,M23289,Sizamile Educare Centre,113000.0
2020-09-08T00:00:00Z,Charities,EC,M23493,Isaqhama Edu-Care Centre,121000.0
2020-09-08T00:00:00Z,Charities,EC,M23467,Siyahluma Youth Development Project,133000.0
2020-08-27T00:00:00Z,Charities,EC,M22632,Krwakrwa Old Age Centre,142000.0
2020-08-04T00:00:00Z,Charities,EC,M21759,EASTE,146000.0
2020-09-01T00:00:00Z,Charities,EC,M23011,Masivuye Old Age Centre,173500.0
2020-08-25T00:00:00Z,Charities,EC,M22343,Masiphakamisane Old Age Centre,191620.0
2020-08-27T00:00:00Z,Charities,EC,M22598,Sinobom Community Centre,193000.0
2020-08-12T00:00:00Z,Charities,EC,M22148,Isiqalo Sobulumko Day Care Centre,198000.0
2020-11-05T00:00:00Z,Charities,EC,M23723,Ncedisa Community Empowerment Centre,203000.0
2020-09-08T00:00:00Z,Charities,EC,M23465,Resurrection Support Centre,205500.0
2020-09-08T00:00:00Z,Charities,EC,M23504,Masiphathisane Women's Support Centre,208000.0
2020-08-27T00:00:00Z,Charities,EC,M22596,Papani Old Age Centre,208700.0
2020-08-12T00:00:00Z,Charities,EC,M22136,Melani Day Care centre,211750.0
2020-08-12T00:00:00Z,Charities,EC,M22144,Hopefield Day Care Centre,223000.0
2020-09-01T00:00:00Z,Charities,EC,M22774,Sophumelela Development Centre For The Aged,225071.0
2020-08-27T00:00:00Z,Charities,EC,M22595,Siyakhula Service Centre for the aged,230000.0
2020-09-08T00:00:00Z,Charities,EC,M23186,Ncedanani Old Age Centre,233050.0
2020-08-19T00:00:00Z,Charities,EC,M22335,Siyabulela Day Care Centre,233749.0
2020-08-12T00:00:00Z,Charities,EC,M22107,Francis Day Care Centre,244000.0
2020-08-19T00:00:00Z,Charities,EC,M22239,Kwezana Day Care Centre,245800.0
2020-08-12T00:00:00Z,Charities,EC,M21737,Mayibenathi Service Center,249000.0
2020-09-08T00:00:00Z,Charities,EC,M23188,Khanyo Pre-Primary School,254800.0
2020-09-08T00:00:00Z,Charities,EC,M23453,ST Francis Animal Rescue,262000.0
2020-08-12T00:00:00Z,Charities,EC,M22005,Kwasizabantu Community Development project for the aged,266000.0
2020-08-19T00:00:00Z,Charities,EC,M22313,Khayelitsha Service Centre For The Aged,337000.0
2020-08-27T00:00:00Z,Charities,EC,M22597,Masakhane Service Centre,367588.0
2020-09-16T00:00:00Z,Charities,EC,M23507,Khanyisa Day Care Centre,376000.0
2020-08-12T00:00:00Z,Charities,EC,M22056,Sihlangene Project,381000.0
2020-11-05T00:00:00Z,Charities,EC,M23754,The Animal Welfare Society (PE),418000.0
2020-10-22T00:00:00Z,Charities,EC,M24124,Nolukhanyo Day Care Centre,445000.0
2020-09-08T00:00:00Z,Charities,EC,M23452,Child Welfare SA Port Alfred,452240.0
2020-08-12T00:00:00Z,Charities,EC,M21818,Nofezile Special Care centre,454493.0
2020-11-13T00:00:00Z,Charities,EC,M23184,On Eagle's Wings Multi-Purpose Centre,555913.0
2020-09-17T00:00:00Z,Charities,EC,M23509,Child Welfare South Africa Tsolwana and Sparrows Child and Youth Care Centre,705317.0
2020-10-28T00:00:00Z,Charities,EC,M23618,Revive - Empowering Emotional Change,741827.0
2020-08-25T00:00:00Z,Charities,EC,M22349,Santa Port Elizabeth,844976.0
2020-11-13T00:00:00Z,Charities,EC,M23752,Christelik - Maatskaplike Raad Van Oos -London,850967.0
2020-08-27T00:00:00Z,Charities,EC,M22484,Child Welfare South Africa: Grahamstown,855400.0
2020-11-13T00:00:00Z,Charities,EC,M23817,SANCA Central Eastern Cape,1015064.0
2020-11-13T00:00:00Z,Charities,EC,M24504,Port Elizabeth Mental Health,1030954.0
2020-06-09T00:00:00Z,Sports,EC,M22230,Mnquma Sports Club,5750.0
2020-06-08T00:00:00Z,Sports,EC,M21509,Eastern Cape Transplant Sports Association,6000.0
2020-06-02T00:00:00Z,Sports,EC,M21999,Mfuzo Boxing Camp,8100.0
2020-05-29T00:00:00Z,Sports,EC,M21508,Kirkwood Bowling Club,13615.0
2020-08-19T00:00:00Z,Sports,EC,M21873,Moonlight Football Club,70000.0
2020-08-19T00:00:00Z,Sports,EC,M22058,Fort Beaufort Madrid Football Club,70000.0
2020-08-19T00:00:00Z,Sports,EC,M22079,Lithabo United Football Club,70000.0
2020-08-19T00:00:00Z,Sports,EC,M22352,Happy Brothers Football Club,70000.0
2020-08-19T00:00:00Z,Sports,EC,M22413,Muvhango Stars Football Club,70000.0
2020-08-28T00:00:00Z,Sports,EC,M23336,Life After Sport,70000.0
2020-09-17T00:00:00Z,Sports,EC,M23863,New Generation Dancesport Development Academy,70000.0
2020-09-22T00:00:00Z,Sports,EC,M23034,Ayliff Society FC NPC,70000.0
2020-11-12T00:00:00Z,Sports,EC,M25710,Mnya Sport Academy,70000.0
2021-03-19T00:00:00Z,Sports,EC,M28919,Waterfall Community Development,75000.0
2021-03-31T00:00:00Z,Sports,EC,M29642,National Kyokushin Federation South Africa,75000.0
2021-03-31T00:00:00Z,Sports,EC,M30456,Mzansi's Rugby Academy,75000.0
2021-03-31T00:00:00Z,Sports,EC,M30667,Kumnandi Sports Development Programme,75000.0
2020-08-19T00:00:00Z,Sports,EC,M22014,Oyama Kara Dojo,80000.0
2020-08-25T00:00:00Z,Sports,EC,M22860,Cintsa United Football Club,80000.0
2020-08-28T00:00:00Z,Sports,EC,M23390,Thembu Warriors Football Club,80000.0
2020-08-28T00:00:00Z,Sports,EC,M22787,Sport Palace Football Club,80000.0
2020-08-28T00:00:00Z,Sports,EC,M23410,Adelaide United Sports Club,80000.0
2020-09-17T00:00:00Z,Sports,EC,M23382,United Brothers Kwetyana,80000.0
2020-09-29T00:00:00Z,Sports,EC,M22695,Mdantsane Greats Masters F.C.,80000.0
2020-10-15T00:00:00Z,Sports,EC,M24412,Green Lovers Soccer Club,80000.0
2020-10-15T00:00:00Z,Sports,EC,M24306,Peace Lovers Footbal Club,80000.0
2020-10-28T00:00:00Z,Sports,EC,M24882,Uitenhage Future Stars FC,80000.0
2020-11-24T00:00:00Z,Sports,EC,M26109,Royal Fighters Football Club,80000.0
2020-11-24T00:00:00Z,Sports,EC,M26309,Algoa Park Rugby Football Club,80000.0
2020-11-24T00:00:00Z,Sports,EC,M26315,DV Future Stars FC,80000.0
2020-12-10T00:00:00Z,Sports,EC,M26922,Molteno Cosmos Football Club,85000.0
2021-01-20T00:00:00Z,Sports,EC,M26576,Saints Football Club,85000.0
2021-01-20T00:00:00Z,Sports,EC,M27320,Mountain Birds FC,85000.0
2021-01-20T00:00:00Z,Sports,EC,M27457,Rocklands Football Club,85000.0
2021-03-31T00:00:00Z,Sports,EC,M31077,Emntsalani Junior Tennis Club,85000.0
2021-03-31T00:00:00Z,Sports,EC,M31104,Makana Rhini Sports Club,85000.0
2021-03-31T00:00:00Z,Sports,EC,M31151,Victoria Park Oval Tennis Club,85000.0
2021-03-31T00:00:00Z,Sports,EC,M28842,Coldstream Crusaders Rugby Club,85000.0
2021-03-31T00:00:00Z,Sports,EC,M29885,Youth Development INCH,85000.0
2021-03-31T00:00:00Z,Sports,EC,M30955,Ndimphiwe Kona Foundation,85000.0
2021-03-31T00:00:00Z,Sports,EC,M31022,Golokoqo Boxing Club,85000.0
2020-08-19T00:00:00Z,Sports,EC,M22143,Duncan Masters FC,90000.0
2020-08-25T00:00:00Z,Sports,EC,M22676,Pillars Football Club,90000.0
2020-08-28T00:00:00Z,Sports,EC,M23548,Komani Conquerers Football Club,90000.0
2020-08-28T00:00:00Z,Sports,EC,M22778,City Lads FC,90000.0
2020-09-01T00:00:00Z,Sports,EC,M22926,Orange Groove Football Club,90000.0
2020-09-01T00:00:00Z,Sports,EC,M22397,Milan Football Club,90000.0
2020-09-29T00:00:00Z,Sports,EC,M22417,Young Destroyers Football Club,90000.0
2020-10-06T00:00:00Z,Sports,EC,M24204,Eastern Cape Celtics Football Club,90000.0
2020-10-15T00:00:00Z,Sports,EC,M24397,TS Ministers Football Club,90000.0
2020-10-28T00:00:00Z,Sports,EC,M24586,Young Tigers FC,90000.0
2020-10-28T00:00:00Z,Sports,EC,M24793,Germany Football Club,90000.0
2020-10-29T00:00:00Z,Sports,EC,M24799,Thubalethu Boxing Club,90000.0
2020-10-29T00:00:00Z,Sports,EC,M23179,Amadiba Welfare Association,90000.0
2020-11-04T00:00:00Z,Sports,EC,M25357,Seven Stars Football Club,90000.0
2020-11-12T00:00:00Z,Sports,EC,M26018,Lucky Star Football Club,90000.0
2020-11-24T00:00:00Z,Sports,EC,M26307,Mighty Warrior F.C,90000.0
2020-12-10T00:00:00Z,Sports,EC,M26054,Braelyn Kings Football Club,95000.0
2020-12-10T00:00:00Z,Sports,EC,M27010,Hungry Lion Rugby Football Club,95000.0
2020-12-10T00:00:00Z,Sports,EC,M27111,Mdeni Football Club,95000.0
2020-12-10T00:00:00Z,Sports,EC,M27130,Mzintshane Cricket Club,95000.0
2020-12-10T00:00:00Z,Sports,EC,M27134,Madrid F.C,95000.0
2021-02-11T00:00:00Z,Sports,EC,M27629,Classic F.C.,95000.0
2021-02-11T00:00:00Z,Sports,EC,M27747,Chilla Boys Football & Netball Club,95000.0
2021-03-31T00:00:00Z,Sports,EC,M31060,Kempa United Handball Club,95000.0
2020-06-02T00:00:00Z,Sports,EC,M27260,M27260-Basketball Development Forum,100000.0
2020-08-25T00:00:00Z,Sports,EC,M22660,Sisonke Cricket Club,100000.0
2020-08-28T00:00:00Z,Sports,EC,M23364,Bay City F.C.,100000.0
2020-08-28T00:00:00Z,Sports,EC,M22780,Duncan Village Sports Club,100000.0
2020-09-29T00:00:00Z,Sports,EC,M24028,FC East London,100000.0
2020-10-06T00:00:00Z,Sports,EC,M23860,Young Minds Development Football Club,100000.0
2020-10-06T00:00:00Z,Sports,EC,M24573,Black Ocean FC,100000.0
2020-10-15T00:00:00Z,Sports,EC,M23576,Athletic Football Club Komani Stars,100000.0
2020-10-15T00:00:00Z,Sports,EC,M24575,New spurs FC,100000.0
2020-10-28T00:00:00Z,Sports,EC,M25113,Rising Stars F.C Association,100000.0
2020-11-04T00:00:00Z,Sports,EC,M24677,The Gideonites Football Club,100000.0
2020-11-04T00:00:00Z,Sports,EC,M25116,Themba Really Bucs Football Club,100000.0
2020-11-05T00:00:00Z,Sports,EC,M25157,Bears Wheelchair Basketball Club,100000.0
2020-11-24T00:00:00Z,Sports,EC,M25709,Zebra United Football Club,100000.0
2020-11-24T00:00:00Z,Sports,EC,M26110,Quigney Table Tennis Club,100000.0
2020-12-01T00:00:00Z,Sports,EC,M26687,Leeds United FC,105000.0
2020-12-01T00:00:00Z,Sports,EC,M27122,Football Club KTM,105000.0
2020-12-10T00:00:00Z,Sports,EC,M27106,Ghana's Football Club,105000.0
2020-12-10T00:00:00Z,Sports,EC,M27138,Computer All Stars Football Club,105000.0
2021-01-20T00:00:00Z,Sports,EC,M27359,Ntabankulu Cricket Club,105000.0
2021-02-09T00:00:00Z,Sports,EC,M22789,Dimbaza Rugby Foundation,105000.0
