Project Number,Province,Sector,Name,Amount
60480,FREE STATE,SPORT,Edenhoogte Primer,100000.0
47590,FREE STATE,SPORT,Dagbreek Primary School,126839.01
48503,FREE STATE,SPORT,Sivumelene Secondary School,100000.0
60701,FREE STATE,SPORT,Phitshana School Committee Funds Account,100000.0
60547,FREE STATE,SPORT,Mophate Secondary School,100000.0
39232,FREE STATE,SPORT,Roseview Primary School,290000.0
60395,FREE STATE,SPORT,Beang Tsemolemo Secondary,118000.0
60517,FREE STATE,SPORT,Ecco Public School,100000.0
60600,FREE STATE,SPORT,Lere La Thuto,102000.0
60606,FREE STATE,SPORT,Ithabeleng Public Secondary School,100980.0
60607,FREE STATE,SPORT,Monyakeng Secondary  School,100000.0
39363,FREE STATE,SPORT,Refentse Primary School,200000.0
46439,FREE STATE,SPORT,Bluegumbosch Secondary School,534850.27
60784,FREE STATE,SPORT,Phiri Intermediate School,100000.0
60396,FREE STATE,SPORT,Afrikaanse Hoerskool Kroonstad,100000.0
60609,FREE STATE,SPORT,Bronville Primere Skool,100000.0
60608,FREE STATE,SPORT,Malebaleba Public Primary School,100980.0
60771,FREE STATE,SPORT,Lepanya JP School,100000.0
60525,FREE STATE,SPORT,Moipone Eng Med School,100000.0
60591,FREE STATE,SPORT,Dihwai Public School,100980.0
60564,FREE STATE,SPORT,Bofihla Intermediate School,115000.0
60603,FREE STATE,SPORT,Matseripe Secondary School,102000.0
60581,FREE STATE,SPORT,WSM Malotle Primary School,102000.0
60690,FREE STATE,SPORT,Orion School,136800.0
60565,FREE STATE,SPORT,Dirisanang School,102000.0
60706,FREE STATE,SPORT,Vaalpark Primary School,100000.0
60566,FREE STATE,SPORT,High School Trompsburg,102600.0
60416,FREE STATE,SPORT,Nozala School Committee,100000.0
60576,FREE STATE,SPORT,Oranjekrag Primere Skool,102600.0
61277,FREE STATE,SPORT,Mamellang Thuto S.G.B,100000.0
60823,FREE STATE,SPORT,Akofang Skool,100000.0
60993,FREE STATE,SPORT,Mohlakeng P School,100000.0
60705,FREE STATE,SPORT,Phomello Primary School,100000.0
60613,FREE STATE,SPORT,ST Lawrence Primary School,102600.0
60800,FREE STATE,SPORT,Moriting Wa Thuto Secondary School,100000.0
60519,FREE STATE,SPORT,Ngakantsi Spoort P.S,100000.0
60817,FREE STATE,SPORT,Pulamadiboho LP School,100000.0
60703,FREE STATE,SPORT,Adeline Maje Public School,100000.0
65103,FREE STATE,SPORT,Free State Badminton Association,628550.0
60550,FREE STATE,SPORT,Boikutlo Public School,100000.0
60989,FREE STATE,SPORT,Bothobapelo Public School,100000.0
60598,FREE STATE,SPORT,P T Sander Primer School,100980.0
60696,FREE STATE,SPORT,Hoerskool Kroonstad,100000.0
60783,FREE STATE,SPORT,Fateng Sa Thuto Public School,100000.0
60460,FREE STATE,SPORT,Tsebong Primary School,100000.0
60828,FREE STATE,SPORT,Itokisetseng Bokamoso Secondary,100000.0
60507,FREE STATE,SPORT,Bothaville Primary School,100000.0
48874,FREE STATE,SPORT,Phano Public School,100000.0
60563,FREE STATE,SPORT,Hoerskool Edenburg,102600.0
46763,FREE STATE,SPORT,Snooker and Billards SA,392000.0
60799,FREE STATE,SPORT,Steilfontein Intermediate School,100000.0
60801,FREE STATE,SPORT,Ikaheng Zakheni Sec School,100000.0
61621,FREE STATE,SPORT,Goudveld Hoer Skool,98040.0
64185,FREE STATE,SPORT,Malakabeng School Governing Body,50000.0
62865,FREE STATE,SPORT,Korea Plaasskool,50000.0
38034,FREE STATE,SPORT,Maluti FET College,161000.0
61144,FREE STATE,SPORT,Lebelo Community School,100000.0
61004,FREE STATE,SPORT,Sandersville Combined School,100000.0
61094,FREE STATE,SPORT,Brandwag Primary School,97547.8
60768,FREE STATE,SPORT,Mamello Primary School,100000.0
61000,FREE STATE,SPORT,Dieketseng Primary School,100000.0
60612,FREE STATE,SPORT,Tswelopele Primary School,100000.0
62844,FREE STATE,SPORT,Reseamohetse School,100000.0
60781,FREE STATE,SPORT,Paballong Primary School,100000.0
60798,FREE STATE,SPORT,Mapeka Intermediate School,100000.0
60780,FREE STATE,SPORT,Phiritona Secondary School,100000.0
60795,FREE STATE,SPORT,Metsimaholo Public School,100000.0
60970,FREE STATE,SPORT,Reaitumela Combined School,100000.0
60393,FREE STATE,SPORT,Kgolagano School Governing Body,102000.0
62280,FREE STATE,SPORT,Fakkel School,99850.0
62957,FREE STATE,SPORT,Polokehong Primary School,83000.0
60431,FREE STATE,SPORT,Thusanong Primary School,100000.0
60983,FREE STATE,SPORT,Zamaleka Primary School,100000.0
60996,FREE STATE,SPORT,Vaalpark High School,100000.0
60410,FREE STATE,SPORT,Molapo Sec School,100000.0
61703,FREE STATE,SPORT,SA Sheep Shearing Federation,1907368.0
60700,FREE STATE,SPORT,Albert Moroka High School,100000.0
60594,FREE STATE,SPORT,Bergmanshoogte Intermediate School,102600.0
60788,FREE STATE,SPORT,Verde Public School,100000.0
60818,FREE STATE,SPORT,Lephoi Primary School,100000.0
60819,FREE STATE,SPORT,Mamosa School,100000.0
60770,FREE STATE,SPORT,Ntebohiseng Intermediate School,100000.0
49135,FREE STATE,SPORT,Wilgerivier Combined School,100000.0
60912,FREE STATE,SPORT,Credence Primary School,100000.0
60976,FREE STATE,SPORT,Itlotliseng Junior Primary School,100000.0
62903,FREE STATE,SPORT,Selosesha Primary School,51742.0
63737,FREE STATE,SPORT,Mokitlane Tswana School,50000.0
60815,FREE STATE,SPORT,St Andrews School,104000.0
62278,FREE STATE,SPORT,Thuto-Ke-Tsela School,50000.0
60820,FREE STATE,SPORT,Tshepang Senior Sekondere Skool,100000.0
60483,FREE STATE,SPORT,Nexus Public School,200000.0
61860,FREE STATE,SPORT,Neo Primary School,100000.0
60973,FREE STATE,SPORT,Meduwaneng Primary School,100000.0
63584,FREE STATE,SPORT,Khothatso Public School,100000.0
62271,FREE STATE,SPORT,Mmabana Governing Body,50000.0
63318,FREE STATE,SPORT,Maokeng School,49673.5
60981,FREE STATE,SPORT,Seeisoville School,100000.0
63232,FREE STATE,SPORT,Batjha Primary School,125000.0
63299,FREE STATE,SPORT,Parys Bowling Club,265830.0
64100,FREE STATE,SPORT,Kruitberg Primary School,50000.0
46501,FREE STATE,SPORT,Tswelopele Municipality,2167988.2
62506,FREE STATE,SPORT,Hoerskool Hennenman,99800.0
61849,FREE STATE,SPORT,Thokoana Makaota Sen Sec School,100000.0
63927,FREE STATE,SPORT,Athletics Free State,1000000.0
63871,FREE STATE,SPORT,Dr CF Visser Primary School,99550.0
62254,FREE STATE,SPORT,Seroki Primary School,49115.0
62351,FREE STATE,SPORT,Thato Junior Secondary School,50000.0
60826,FREE STATE,SPORT,Clubview Intermediate School,100000.0
62291,FREE STATE,SPORT,President Brand Skoolfonds,100000.03
62252,FREE STATE,SPORT,Naudeville Primary School,101848.0
60967,FREE STATE,SPORT,Retshedisitswe Secondary School,100000.0
62059,FREE STATE,SPORT,Weiveld Agricultural & Hotel School,100000.0
63083,FREE STATE,SPORT,Universitas Primere Skool,100000.0
62226,FREE STATE,SPORT,Instituut van Judo,200000.0
62374,FREE STATE,SPORT,Mamafubedu Public School,100000.0
63276,FREE STATE,SPORT,Virginia Volkskool,50324.0
63455,FREE STATE,SPORT,Parys Tennis Club,100000.0
60772,FREE STATE,SPORT,Qhubeka Lower Primary School,100000.0
62500,FREE STATE,SPORT,Henneman Primere Skool,101298.65
61930,FREE STATE,SPORT,Welkom Technical High School,83000.0
60789,FREE STATE,SPORT,Impumelelo Primary School,100000.0
44478,GAUTENG,ARTS,Molteno Projects,4084629.0
34499,GAUTENG,ARTS,Themba HIV-Aids Organisation,3383668.0
59422,GAUTENG,ARTS,Kwela Theatre Production,755159.6
34851,GAUTENG,ARTS,Miykael Institute of Divine Arts,287440.0
55072,GAUTENG,ARTS,Siyabhabha Trust Dev & Welfare Agency,600000.0
56707,GAUTENG,ARTS,Bokamoso Barona Investment Trust,3960825.0
55148,GAUTENG,ARTS,African Flag Pantsula,1938376.79
56221,GAUTENG,ARTS,Imfundiso Skills Development,1375000.0
35391,GAUTENG,ARTS,Becomo Art Centre,4342680.0
43582,GAUTENG,ARTS,Africa Meets Africa Projects,1376644.0
56109,GAUTENG,ARTS,Mthakathi Theatre,1605600.0
56247,GAUTENG,ARTS,Woman Against Rape,48347.0
56219,GAUTENG,ARTS,Carel du Toit Trust,55823.0
43286,GAUTENG,ARTS,The Perfect Storm,307360.0
55851,GAUTENG,ARTS,South African Democracy Education Trust,1200000.0
15937,GAUTENG,ARTS,SA National Parks (SANPARK),4188693.0
35395,GAUTENG,ARTS,Buskaid,1080000.0
35339,GAUTENG,ARTS,Artists United Forum,430914.0
35386,GAUTENG,ARTS,Africa Resources Trust,3272526.0
56211,GAUTENG,ARTS,Abangani Theatre,1700000.0
42857,GAUTENG,ARTS,Zivikele Training,400000.0
23429,GAUTENG,ARTS,SANAVA (SA National Assoc. for the Visual Arts),494100.0
35167,GAUTENG,ARTS,Siyavuka Lateral Improvement Foundation,1000000.0
34812,GAUTENG,ARTS,People Opposing Women Abuse,546872.13
29943,GAUTENG,ARTS,Eco-Access,2191440.0
37632,GAUTENG,ARTS,New Lovelife Trust,1.846474475E7
54866,GAUTENG,ARTS,Academic & Non-Fiction Authors Assoc of SA,1000000.0
43992,GAUTENG,ARTS,Tshepong Centre for the Disabled,32828.27
56265,GAUTENG,ARTS,Tshwane Foundation,654800.0
55867,GAUTENG,ARTS,South African Ballet Theatre,690598.0
21698,GAUTENG,ARTS,Freedom Park Trust,1.2587563E7
55024,GAUTENG,ARTS,Kwela Theatre Production,208340.0
56308,GAUTENG,ARTS,Africa Heritage Society,1116855.0
56331,GAUTENG,ARTS,National Children's Theatre Trust,2100000.0
59225,GAUTENG,ARTS,Batebang Community Services,4000000.0
56230,GAUTENG,ARTS,Cultural Development Trust,1422985.2
