Date,Project Number,Name,Province,Sector,Amount
20-Sep-17,104114,CRIME & DRUGS FREE FOUNDATION,Unknown,ARTS,80000
02-Aug-17,74643,NELSON MANDELA BAY TOURISM,EC,ARTS,1200000
02-Aug-17,91467,HUDSON PARK PRIMARY SCHOOL,EC,ARTS,227300
29-Mar-18,56623,GUNGUBELE JUNIOR SECONDARY SCHOOL,EC,ARTS,1648012.8
27-Oct-17,59451,GRAHAMSTOWN FOUNDATION,EC,ARTS,1632242
19-Apr-17,73181,SOUTH END MUSEUM TRUST,EC,ARTS,495365.14
25-May-17,73821,THE DONALD WOODS FOUNDATION (SA) TRUST,EC,ARTS,862833.4
21-Jun-17,73828,CATHOLIC DEVELOPMENT CENTRE,EC,ARTS,190000
19-Apr-17,73867,S'HLANGENE DANCERS,EC,ARTS,180000
31-May-17,73994,RETINA SOUTH AFRICA (EASTERN CAPE BRANCH),EC,ARTS,885499.08
21-Nov-17,74596,SINAKHO TRUST,EC,ARTS,860000
14-Dec-17,74653,AFESIS-CORPLAN,EC,ARTS,1999835.4
09-Feb-18,74659,UMTHATHI TRAINING PROJECT TRUST,EC,ARTS,140000
15-Dec-17,74660,COOKHOUSE CHILDREN FOUNDATION,EC,ARTS,1853550.95
17-Aug-17,74663,SA COLLEGE FOR TOURISM,EC,ARTS,599996
03-May-17,74670,TEMBA COMMUNITY DEVELOPMENT SERVICES,EC,ARTS,270000
21-Nov-17,74678,Stirling High School,EC,ARTS,190000
01-Sep-17,74690,LOVEDALE FET COLLEGE,EC,ARTS,380000
19-Sep-17,74693,COLLEGE STREET PRIMARY SCHOOL,EC,ARTS,380000
16-Mar-18,90486,NELSON MANDELA BAY TOURISM,EC,ARTS,189743.5
20-Dec-17,90487,EASTERN CAPE PHILHARMONI SOCIETY,EC,ARTS,863384
19-Jan-18,91685,EVELYN LEKGANYANE HOME BASED CARE,EC,ARTS,140000
13-Oct-17,91794,INGOMSO FILM SKILLS AND YOUTH DEVELOPMENT,EC,ARTS,1282481
20-Dec-17,91809,MIDDELBUR.G HIGH SCHOOL,EC,ARTS,95000
20-Dec-17,92254,CAT CONSERVATION TRUST,EC,ARTS,914470.75
16-Mar-18,92829,BULEMBU PRIMARY SCHOOL,EC,ARTS,24852
30-Nov-17,92991,MBIZANA PRIMARY SCHOOL,EC,ARTS,80000
12-May-17,93671,BARKLY EAST YOUTH DEVELOPMENT PROGRAMME,EC,ARTS,232636.02
15-Aug-17,93734,AMAQHAWE HEROES FORUM ORGANISATION,EC,ARTS,662280
08-Aug-17,98075,BETHESDA FOUNDATION SA,EC,ARTS,485000
01-Sep-17,104120,EKHAYA PRODUCTIONS,EC,ARTS,100000
18-Jan-18,104120,EKHAYA PRODUCTIONS,EC,ARTS,41750
04-May-17,104203,WILD COAST SUN MBIZANA DEVELOPMENT TRUST,EC,ARTS,7000000
08-Aug-17,104385,THATO COMMUNITY CRISIS CENTRE,EC,ARTS,4800000
30-Nov-17,105348,SAKHIKAMVA COMMUNITY BASED ORGANISATION,EC,ARTS,1121172
1-Mar-18,107108,NATIONAL ARTS FESTIVAL GRAHAMSTOWN,EC,ARTS,3240000
1-Mar-18,107347,ZWARTKOPS CONSERVANCY,EC,ARTS,376648
1-Mar-18,107648,SINETHEMBA & TIMBER CRAFT ORGANISATION,EC,ARTS,400000
1-Dec-17,107803,SAKHISIZWE EDUTAINMENT PRODUCTIONS,EC,ARTS,2016000
02-Aug-17,89316,A C V V ABERDEEN,EC,CHARITIES,203000
18-Jan-18,62016,SIYAPHAMBILI PRIMARY SCHOOL,EC,CHARITIES,65180
16-Mar-18,64823,LINA COMMUNITY DEVELOPMENT,EC,CHARITIES,125750
01-Sep-17,66234,MASIKHONZANE PRE-SCHOOL,EC,CHARITIES,67125
19-Jan-18,79891,HOME BOYS RUGBY FOOTBALL CLUB,EC,CHARITIES,200000
15-Aug-17,80195,STEYNSBURG COMBINED SCHOOL,EC,CHARITIES,300679.03
23-May-17,80709,LUTSHAYA PRE-SCHOOL,EC,CHARITIES,1266666
05-Sep-17,80709,LUTSHAYA PRE-SCHOOL,EC,CHARITIES,1266667
11-Jan-18,80819,PULANE CRECHE,EC,CHARITIES,181254
01-Aug-17,81004,QAQAMBA DAY CARE CENTRE,EC,CHARITIES,805000
08-Sep-17,81007,NCEDULUNTU PRE SCHOOL,EC,CHARITIES,1266666
09-Feb-18,81007,NCEDULUNTU PRE SCHOOL,EC,CHARITIES,1266667
12-May-17,81042,MY LITTLE WORLD PRE SCHOOL,EC,CHARITIES,1050000
19-Jan-18,82012,PHINDANGENE CRECHE,EC,CHARITIES,1266667
13-Jun-17,82283,SIYAZAMA DAY CARE CENTRE,EC,CHARITIES,1266666
21-Jun-17,82283,SIYAZAMA DAY CARE CENTRE,EC,CHARITIES,1266667
07-Mar-18,82329,LOYISO CAY CARE CENTRE,EC,CHARITIES,1266666
17-Mav-17,82346,LOVEDALE DAY CARE CENTRE,EC,CHARITIES,1266666
05-Sep-17,82346,LOVEDALE DAY CARE CENTRE,EC,CHARITIES,1266667
03-Mav-17,82356,NXANEL'MFUNDO DAY CARE CENTRE,EC,CHARITIES,1050000
17-Mav-17,82422,NOLUVUYO PRE-SCHOOL,EC,CHARITIES,1266666
05-Sep-17,82422,NOLUVUYO PRE-SCHOOL,EC,CHARITIES,1266667
03-Oct-17,82442,EBENEZER EDUCARE CENTRE FOR ABLE & DISABLED,EC,CHARITIES,1266666
23-Mav-17,82454,MAVUSO PRE-SCHOOL,EC,CHARITIES,1266666
01-Sep-17,82454,MAVUSO PRE-SCHOOL,EC,CHARITIES,1266667
26-Apr-17,85986,ASSOCIATION FOR THE PHYSICALLY DISABLED: EASTERN CAPE - PORT ELIZABETH REGION,EC,CHARITIES,957149
05-May-17,85997,MASINYUSANE DEVELOPMENT ORGANIZATION,EC,CHARITIES,518400
12-May-17,86000,CHILD WELFARE SOUTH AFRICA: KENTON BOESMANS,EC,CHARITIES,531445
12-May-17,86199,UBUNYE FOUNDATION TRUST,EC,CHARITIES,529450
21-Apr-17,86207,ACVV VAN UITENHAGE,EC,CHARITIES,530007
13-Oct-17,86208,THE INTEGRATED COMMUNITY DEVELOPMENT PROGRAMME TRUST,EC,CHARITIES,476950
12-May-17,86224,7TH HEAVEN CHILDREN'S HAVEN,EC,CHARITIES,459212
13-Jun-17,86246,OOSTERLAND CHILD & YOUTH CARE CENTRE,EC,CHARITIES,995247
12-May-17,86262,ACVV SOMERSET OOS,EC,CHARITIES,136620
12-May-17,86279,CMSL COMMUNITY TRUST,EC,CHARITIES,342668
01-Aug-17,86325,CHILD WELFARE SOUTH AFRICA : FORT BEAUFORT,EC,CHARITIES,599300
12-May-17,86328,CHILD WELFARE SOUTH AFRICA: SOMERSET EAST,EC,CHARITIES,788609
12-May-17,86333,SOUTH AFRICAN SEA CADETS,EC,CHARITIES,398000
13-Jun-17,86540,MARAIS STEYN HOME FOR THE AGED/MARAIS STEYN HUIS VIR BEJAARDES,EC,CHARITIES,180000
12-May-17,86850,LAKE FARM CENTRE AID ASSOCIATION,EC,CHARITIES,310000
15-Dec-17,86857,PORT ELIZABETH DOWN SYNDROME ASSOCIATION,EC,CHARITIES,345000
12-May-17,86869,THE EASTERN PROVINCE CHILDREN'S HOMES,EC,CHARITIES,792604
03-May-17,86887,ELLIOT TEHUIS VIR BEJAARDES,EC,CHARITIES,153533
19-Apr-17,86905,CHESHIRE HOME SUMMERSTRAND,EC,CHARITIES,1623805
19-Apr-17,86926,CHRISTELIK MAATSKAPLIKE RAAD VAN DIE DRAKENSBERG,EC,CHARITIES,469819
03-May-17,86986,CHILD WELFARE SOUTH AFRICA: PORT ALFRED,EC,CHARITIES,658935
21-Apr-17,87086,PORT ALFRED BENEVOLENT SOCIETY,EC,CHARITIES,280900
12-Oct-17,87097,IBHABHATHANE COMMUNITY CENTRE,EC,CHARITIES,95000
23-Aug-17,87109,HUIS TARKASTAD,EC,CHARITIES,255000
12-May-17,87118,A C V V KIRKWOOD,EC,CHARITIES,47810
13-Jun-17,87126,VUYANI SAFE HAVEN,EC,CHARITIES,420421
12-Oct-17,87138,ILISO PROJECT,EC,CHARITIES,664970
29-Mar-18,88209,ACVV ELDORADO DIENSTAK,EC,CHARITIES,1601329
25-May-17,88218,ST FRANCIS HOSPICE ASSOCIATION,EC,CHARITIES,830000
22-Mar-18,88238,SOPHUMELELA CENTRE,EC,CHARITIES,256544
16-Mar-18,88273,INSTITUTE OF TRAINING AND EDUCATION FOR CAPACITY BUILDING,EC,CHARITIES,524000
16-Mar-18,88280,THE HAVEN WELLNESS CENTRE,EC,CHARITIES,521500
12-Oct-17,88281,CAREL DU TOIT TRUST (EAST LONDON),EC,CHARITIES,170248.3
12-May-17,88304,DOXA YOUTH PROGRAMS,EC,CHARITIES,176750
12-Oct-17,88332,D.J. SOBEY OLD AGE HOME,EC,CHARITIES,205000
12-Oct-17,88337,FAMILIES SOUTH AFRICA (FAMSA STUTTERHEIM),EC,CHARITIES,200000
19-Apr-17,88340,DIMBAZA SOCIETY FOR THE AGED,EC,CHARITIES,655000
29-Mar-18,88386,SMALL PROJECTS FOUNDATION,EC,CHARITIES,613000
29-Aug-17,88394,THE ASSOCIATION FOR THE REHABILITATION OF PERSONS WITH DISABILITY,EC,CHARITIES,504000
25-May-17,88411,IMIZAMOYETHU DAY CARE CENTER,EC,CHARITIES,386699
12-Oct-17,88414,SIZAMILE TRAINING CENTRE,EC,CHARITIES,301999.7
28-Nov-17,88416,KHULULEKA COMMUNITY EDUCATION DEVELOPMENT CENTRE TRUST,EC,CHARITIES,900000
23-Aug-17,88419,ILITHA EDUCARE CENTRE,EC,CHARITIES,325084
12-May-17,88426,MAYIBENATHI SERVICE CENTER,EC,CHARITIES,167423.5
19-Apr-17,88499,UMBONO SERVICE CENTRE FOR THE AGED,EC,CHARITIES,325080
08-Aug-17,88508,CRADOCK KINDER - EN GESINSORGVERENIGING,EC,CHARITIES,773056
16-Jan-18,89039,HONEYBEE DAY CARE CENTRE,EC,CHARITIES,114000
16-Jan-18,89133,CAREL DU TOIT- TRUSTFONDS VIR DIE HABILITASIE VAN GEHOORGESTREMDE KINDERS,EC,CHARITIES,165420
28-Nov-17,89175,ACVV ALGOA PARK,EC,CHARITIES,138500
14-Nov-17,89195,MADEIRA HOME HOUSING UTILITY COMPANY,EC,CHARITIES,300285
14-Nov-17,89229,CHILD AND FAMILY WELFARE SOCIETY:EAST LONDON,EC,CHARITIES,363310
28-Nov-17,89232,EASTERN CAPE PROVINCIAL COUNCIL FOR PERSONS WITH PHYSICAL DISABILITIES,EC,CHARITIES,100000
03-Oct-17,89234,CHILD WELFARE SOUTH AFRICA: HUMANSDORP,EC,CHARITIES,1802500
15-Aug-17,89246,"SINETHEMBA WOMEN ASSOCIATION FOR POVERTY ALLIVIATION, HIV/AIDS CARE PROGRAMME",EC,CHARITIES,183250
22-Mar-18,89254,RESTLESS DEVELOPMENT SOUTH AFRICA TRUST(PREVIOUSLY KNOWN AS STUDENT PARTNERSHIP WORLDWIDE SOUTH AFRICA TRUST),EC,CHARITIES,277000
16-Mar-18,89321,ACVV PORT ELIZABETH SUID,EC,CHARITIES,405173
20-Jul-17,89372,A C V V PORT ELIZABETH SENTRAAL,EC,CHARITIES,594332
12-Jan-18,89419,BOKSBURG SOCIETY FOR THE AGED,EC,CHARITIES,140621
24-Jul-17,89509,THE CEREBRAL PALSY ASSOCIATION (EASTERN CAPE),EC,CHARITIES,283000
27-Oct-17,89513,UBUNTU COMMUNITY CAREBASE CENTRE,EC,CHARITIES,149475
12-Apr-17,89531,HUIS WELVERDIEND,EC,CHARITIES,437755
01-Aug-17,89540,ACVV POPLARLAAN,EC,CHARITIES,994149
28-Nov-17,89548,CHRISTELIK MAATSKAPLIKE RAAD VAN DIE RING VAN SONDAGSRIVER,EC,CHARITIES,321963
28-Nov-17,89555,MASIPHILISANE HOMEBASED CARE,EC,CHARITIES,157500
07-Sep-17,89557,NONKUTHALO DAY - CARE CENTRE,EC,CHARITIES,99550
16-Jan-18,89567,RESTORATIVE JUSTICE CENTRE,EC,CHARITIES,91500
12-May-17,89570,ON EAGLE'S WINGS MULTI-PURPOSE CENTRE,EC,CHARITIES,802096
28-Nov-17,89581,PORT ALFRED CHRISTIAN UPLIFTMENT & DEVELOPMENT CENTRE,EC,CHARITIES,374000
05-May-17,89588,ACVV P.E. NORTH,EC,CHARITIES,616109
29-Mar-18,89611,FAMILIES SOUTH AFRICA BORDER,EC,CHARITIES,905400
12-May-17,89623,ISIFUNGO PRE - PRIMARY SCHOOL,EC,CHARITIES,292000
29-Jun-17,89640,NORTHWOOD CHILDREN'S HOSPICE,EC,CHARITIES,200000
16-Mar-18,89674,NYHWARA HOME BASED CARE & REHABILITATION,EC,CHARITIES,426696
14-Mar-18,89705,CHRISTELIK-MAATSKAPLIKE RAAD VIR DIE RING VAN GRAAF REINET,EC,CHARITIES,296000
15-Nov-17,89709,VICTORY KIDS S.A,EC,CHARITIES,255000
12-Mar-18,89757,CHILD WELFARE SA: KING WILLIAMS TOWN,EC,CHARITIES,340600
09-Jan-18,89792,ORBIS AFRICA NPS,EC,CHARITIES,300000
30-Aug-17,89799,NONYAMEKO PRE-SCHOOL,EC,CHARITIES,133379
19-Apr-17,89814,GOODWILL SAFETY SHELTER,EC,CHARITIES,2766780
12-May-17,89868,JEFFREYSRUS AFTREE-OORD,EC,CHARITIES,92640
07-Mar-18,89870,CATCH PROJECTS,EC,CHARITIES,346000
12-May-17,89874,UBUNTU EDUCATION FUND OF EBHAYI,EC,CHARITIES,840000
12-May-17,89891,KWAKHANYA COMMUNITY CARE PROJECT,EC,CHARITIES,131530
15-Aug-17,89916,MTHATHA SPCA,EC,CHARITIES,819182
12-May-17,89920,BORDER HOSPICE ASSOCIATION,EC,CHARITIES,573730
28-Nov-17,89944,GRAHAMSTOWN HOSPICE SERVICES,EC,CHARITIES,621552
16-Mar-18,89981,EAST LONDON HIGH TRANSMISSION AREA PROJECT,EC,CHARITIES,552638
14-Dec-17,90027,EASTERN NGO COALITION,EC,CHARITIES,300000
13-Oct-17,90043,AUTISM SINETHEMBA,EC,CHARITIES,269761
26-Jun-17,90047,SANCA CENTRAL EASTERN CAPE,EC,CHARITIES,1147764
12-Apr-17,90118,MASAKHANE PEELTON SUPPORT GROUP,EC,CHARITIES,856800
29-Mar-18,90213,BEYOND ZERO,EC,CHARITIES,160000
12-May-17,90221,MASONWABE COMMUNITY DEVELOPMENT PROJECT,EC,CHARITIES,466013
19-Jan-18,90341,"NATIONAL LESBIAN,GAY,BISEXUAL,TRANSGENDERED AND INTERSEX HEALTH CAMPAIGN",EC,CHARITIES,190000
09-Feb-18,90409,MASITHETHE COUNSELLING SERVICES,EC,CHARITIES,380167
12-Apr-17,90417,MANCI SIQALILE COMMUNITY SERVICE,EC,CHARITIES,795169
21-Nov-17,90450,RAPHAEL SUPPORT AND SKILLS DEVELOPMENT ORGANISATION,EC,CHARITIES,293000
14-Dec-17,90593,MASIZAME TRAINING CENTRE FOR INTELLECTUAL IMPAIRED,EC,CHARITIES,598040
29-Jun-17,90605,NOMZAMO SPECIAL CARE CENTRE,EC,CHARITIES,483500
29-Mar-18,90615,KWASIZABANTU COMMUNITY DEVELOPMENT PROJECT FOR THE AGED,EC,CHARITIES,168000
17-Nov-17,90631,CHRISTELIKE-MAATSKAPLIKE RAAD VAN DIE NED.GEREF.KERK VAN KING WILLIAM,EC,CHARITIES,237709
19-Jan-18,90639,INDONI DANCE ARTS AND LEARDERSHIP ACADEMY,EC,CHARITIES,50000
12-Apr-17,90808,AZOLA DAY CARE CENTRE,EC,CHARITIES,150000
17-Nov-17,90817,CHILD WELFARE SOUTH AFRICA PORT ST. JOHNS,EC,CHARITIES,350000
17-Aug-17,90826,PORT ST JOHNS COMMUNITY LEGAL ADVICE CENTRE,EC,CHARITIES,503100
14-Dec-17,90855,SIHLANGENE PROJECT,EC,CHARITIES,608688
11-May-17,90858,NOXOLO CARE CENTRE,EC,CHARITIES,304000
28-Nov-17,90859,JABULANI RURAL HEALTH FOUNDATION,EC,CHARITIES,200000
14-Nov-17,90873,MASIMANYANE WOMAN'S SUPPORT CENTRE,EC,CHARITIES,2365000
28-Nov-17,90943,PEDDIE DEVELOPMENT CENTRE,EC,CHARITIES,300800
16-Mar-18,90954,KHANYISANI HIV/AIDS AWARENESS,EC,CHARITIES,437000
27-Oct-17,90963,ALLIANCE FOR PARENTING EDUCARE IN AFRICA,EC,CHARITIES,60000
28-Nov-17,90965,SALEM BABY CARE CENTRE,EC,CHARITIES,136500
20-Dec-17,90978,TEMBA COMMUNITY DEVELOPMENT SERVICES,EC,CHARITIES,633500
29-Jun-17,91113,MAKUKHANYE DAY CARE CENTRE,EC,CHARITIES,100000
29-Jun-17,91120,PHAKAMANI DAY CARE CENTRE,EC,CHARITIES,80000
26-Apr-17,91123,THEMBEKA CHILD & YOUTH CENTRE,EC,CHARITIES,75000
05-May-17,91125,UNAKO,EC,CHARITIES,61750
16-Mar-18,91134,RETINA SOUTH AFRICA (EASTERN CAPE BRANCH),EC,CHARITIES,138400
13-Oct-17,91156,AMATOLO EDUCARE CENTRE,EC,CHARITIES,70000
12-May-17,91157,YAYAMA HOME COMMUNITY BASED CARE PROJECT,EC,CHARITIES,122450
14-Nov-17,91164,ELUNCEDWENI COMMUNITY BASED SUPPORT CENTRE,EC,CHARITIES,80000
05-Dec-17,91175,ILINGELETHU DAY CARE CENTRE,EC,CHARITIES,100000
29-Jun-17,91191,PHUMELELANI DAY CARE CENTRE,EC,CHARITIES,70000
15-Feb-18,91194,EMTHONJENI WOKUPHILA CENTRE FOR THE AGED AND CHILDERN,EC,CHARITIES,252000
26-Apr-17,91208,VUSISIZWE DAY CARE CENTRE,EC,CHARITIES,100000
01-Aug-17,91210,ZIMASA DAY CARE CENTRE,EC,CHARITIES,100000
16-Mar-18,91211,MICKEY MOUSE CRECHE,EC,CHARITIES,300000
25-Aug-17,91215,NZONDELELO DAY CARE CENTRE,EC,CHARITIES,100000
27-Oct-17,91223,NOBUBELE DEVELOPMENT CENTRE FOR ELDERLY,EC,CHARITIES,58400
21-Jun-17,91356,NOMZAMO DAY CARE CENTER,EC,CHARITIES,100000
24-Jul-17,91358,ASEMAHLE EDUCARE CENTRE,EC,CHARITIES,100000
25-Aug-17,95174,SINETHEMBA OLD AGE CENTRE ORGANIZATION,EC,CHARITIES,77835
07-Sep-17,95298,MAKUKHANYE PRE-SCHOOL,EC,CHARITIES,191845
16-Mar-18,95346,SINAKO PRE SCHOOL,EC,CHARITIES,50000
16-Mar-18,95493,MASIVUKE COMMUNITY DEVELOPMENT PROJECT,EC,CHARITIES,60000
12-May-17,95752,SOPAKAMA DAY CARE CENTRE,EC,CHARITIES,112996
05-Dec-17,95777,SAVE-A- PET,EC,CHARITIES,100000
20-Dec-17,95907,PORT ALFRED COMMUNITY PROJECT,EC,CHARITIES,129600
09-Jan-18,96116,THE GREAT COMMISSION DIVINE PROJECT,EC,CHARITIES,100000
05-Dec-17,96119,EZIBELENI ORPHANS AND VULNERABLE CHILDREN'S HOME,EC,CHARITIES,100000
05-Dec-17,96228,SKOLO-KHWALI DAY CARE CENTRE,EC,CHARITIES,85481
20-Dec-17,96327,MKHUSELI KOLITI CRECHE,EC,CHARITIES,80000
05-Dec-17,96498,ANIMA ANTI CRUELTY LEAUE-PORT ELIZABETH BRANCH,EC,CHARITIES,100000
05-Dec-17,96508,THE NIGHTINGALE TRUST,EC,CHARITIES,120652
20-Dec-17,96510,JERUSALEM HOME COMMUNITY BASE CARE CENTRE,EC,CHARITIES,100000
18-Jan-18,96830,FULL GOSPEL DAY CARE CENTRE,EC,CHARITIES,52750
05-Dec-17,96896,NKANYISWENI PRE -SCHOOL,EC,CHARITIES,60000
27-Oct-17,97055,SINOTHANDO PRE-SCHOOL,EC,CHARITIES,185349
28-Feb-18,97331,NONCAMPA DAY CARE CENTRE,EC,CHARITIES,140000
16-Jan-18,97433,IKWEZI EDUCARE CENTRE,EC,CHARITIES,140180
05-Dec-17,97435,EMMANUEL ADVICE CARE CENTRE,EC,CHARITIES,42950
05-Dec-17,97440,NONCEDO COMMUNITY/HOME BASED CARE,EC,CHARITIES,160000
07-Mar-18,97441,PHANDULWAZI EDUCARE CENTRE,EC,CHARITIES,387203.6
01-Aug-17,97450,ZIZAMELE PRE-SCHOOL,EC,CHARITIES,103401
07-Sep-17,97477,MASINCEDANE SOUP KITCHEN & FEEDING SCHEME,EC,CHARITIES,66500
01-Sep-17,98058,INKWENKWEZI DAY CARE CENTRE,EC,CHARITIES,100000
20-Dec-17,101041,SIYAKHOLWA DEVLOPMENT FOUNDATION,EC,CHARITIES,120000
01-Sep-17,101555,INGUBO CHILDREN’S HAVEN,EC,CHARITIES,90000
01-Sep-17,101638,J-BAY TRAUMA SUPPORT CENTRE,EC,CHARITIES,63100
15-Feb-18,101692,CHRISTELIK-MAATSKAPLIKE RAAD VAN BURGERSDORP,EC,CHARITIES,128715
01-Sep-17,101714,"SOPHAKAMA COMMUNITY BASED DEVELOPMENT,CARE & SUPPORT PROGRAMME",EC,CHARITIES,100000
01-Sep-17,101862,SAKHISIZWE EDUCARE CENTRE,EC,CHARITIES,100000
24-Nov-17,101913,MONDE DAY CARE CENTRE,EC,CHARITIES,375000
20-Dec-17,102099,AZUSA SPIRITUAL COMMUNITY CENTRE,EC,CHARITIES,160000
13-Jun-17,102148,KAMVELIHLE CHILDREN'S HOME,EC,CHARITIES,300000
24-Nov-17,102220,ETHEMBENI DAY CARE CENTRE,EC,CHARITIES,100000
24-Nov-17,102257,SIPHUCULE EDUCARE CENTRE,EC,CHARITIES,108980
24-Nov-17,102334,WE CARE PROJECT INITIATIVE,EC,CHARITIES,53000
12-Dec-17,102597,MAGALAKANGQA PRE-SCHOOL,EC,CHARITIES,80000
20-Dec-17,102797,SIEMBAMBA CRECHE,EC,CHARITIES,95500
29-Mar-18,102805,SONSTRAAL EDUCARE CENTRE,EC,CHARITIES,380000
28-Feb-18,102812,NDILEKA QOLWANE DAY CARE CENTRE,EC,CHARITIES,60000
02-Oct-17,102832,VUKANI COMMUNITY VOLUNTEERS,EC,CHARITIES,100000
02-Oct-17,102838,SIYAZAMA COMMUNITY SERVICE CENTRE,EC,CHARITIES,100000
24-Nov-17,102891,KHULANI D.C.C,EC,CHARITIES,50000
30-Nov-17,103035,SISONKE SOPHUMELELA,EC,CHARITIES,100000
16-Mar-18,103135,FAMILIES SOUTH AFRICA GRAHAMSTOWN,EC,CHARITIES,137171
22-Mar-18,103152,A C V V DESPATCH,EC,CHARITIES,1083260
16-Mar-18,103159,KHULANI CRECHE,EC,CHARITIES,55095
11-Jan-18,103167,OLUTSHA DEVELOPMENT INITIATIVES,EC,CHARITIES,114700
01-Aug-17,103961,MOSULI HOME BASED CARE & REHAB,EC,CHARITIES,80000
02-Nov-17,103961,MOSULI HOME BASED CARE & REHAB,EC,CHARITIES,65500
02-Oct-17,103967,BULUNGULA INCUBATOR,EC,CHARITIES,120000
20-Sep-17,103968,PEOPLE OPPOSING CHILDREN & WOMEN ABUSE DEVELOPMENT PROJECT,EC,CHARITIES,120000
02-Oct-17,103985,KHANYISA VICTIM EMPOWERMENT CENTRE,EC,CHARITIES,120800
20-Sep-17,104093,CANAAN CARE CENTRES,EC,CHARITIES,3764165
27-Oct-17,104169,NGANGELIZWE VICTIM SUPPORT CENTRE ORGNISATION,EC,CHARITIES,80000
20-Dec-17,104246,PORT ELIZABETH LADIES BENEVOLENT SOCIETY,EC,CHARITIES,294588
02-Mar-18,104376,THE ELUXOLWENI CHARITABLE TRUST,EC,CHARITIES,187560
20-Dec-17,104377,KEISKAMMAHOEK CHILD AND YOUTH CARE CENTRE,EC,CHARITIES,300000
16-Mar-18,104384,MASIBUMBANE SERVICE CENTRE,EC,CHARITIES,60000
12-Dec-17,104428,KWAKHANYA SENIOR CITIZENS ORGANIZATION,EC,CHARITIES,90000
20-Dec-17,104475,DUTYWA WOMEN SUPPORT CENTRE,EC,CHARITIES,84000
21-Dec-17,104550,EKUPHUMLENI SERVICE CENTRE FOR THE AGED,EC,CHARITIES,90000
20-Dec-17,104738,NTAFUFU JUNIOR SECONDARY SCHOOL,EC,CHARITIES,300000
16-Jan-18,104930,K2016326351(SOUTH AFRICA) NPC,EC,CHARITIES,62800
20-Dec-17,105009,VELLEM JUNIOR SECONDARY SCHOOL,EC,CHARITIES,300000
20-Dec-17,105159,GOOD SAMARITAN CHILD AND YOUTH CARE CENTRE,EC,CHARITIES,622111
20-Dec-17,105227,"UBUHLE BEZWE, THE WISE GIRLZ",EC,CHARITIES,41800
20-Dec-17,105251,LITHEMBA ELDERLY PROJECT,EC,CHARITIES,50400
20-Dec-17,105297,AURORA FUNDRAISING AND SPECIAL CARE CENTRE,EC,CHARITIES,955500
28-Mar-18,105301,GREAT KEI DISABILITY MULTIPURPOSE CENTRE,EC,CHARITIES,150000
28-Mar-18,105506,NKOSINATHI FOUNDATION OF AND FOR BLIND AND PARTIALLY SIGHTED PEOPLE,EC,CHARITIES,863000
28-Mar-18,105574,VULAMEHLO CRIME AWARENESS CAMPAIGN,EC,CHARITIES,57000
20-Dec-17,106132,WE CARE,EC,CHARITIES,250000
28-Mar-18,106137,DIMBAZA VICTIM EMPOWERMENT AND INFORMATION CENTRE,EC,CHARITIES,84000
28-Sep-17,103911,CILLIE HIGH SCHOOL,EC,MISC,500000
12-Mar-18,109244,VUSIZWE SIKA MENZIWA DEVELOPMENT FOUNDATION TRUST,EC,MISC,2900000
02-Aug-17,78989,SOPHAKAMA JUNIOR PRIMARY SCHOOL,EC,SPORTS,300300
02-Aug-17,80164,VULUMZI LOWER PRIMARY SCHOOL,EC,SPORTS,300000
02-Aug-17,79105,WESTVIEW SQUASH CLUB,EC,SPORTS,135000
15-Feb-18,46158,EASTERN PROVINCE RUGBY UNION (EPRU),EC,SPORTS,3749000
28-Sep-17,60371,Lingelihle Senior Secondary School,EC,SPORTS,100000
24-Jul-17,60584,TATSHANA PRIMARY SCHOOL,EC,SPORTS,95587
05-Dec-17,63099,SANDILE PRIMARY SCHOOL,EC,SPORTS,100000
13-Jun-17,63726,SOWETO ANGELS,EC,SPORTS,100000
27-Oct-17,64230,NCEBA PUBLIC SCHOOL,EC,SPORTS,100000
18-Jan-18,74095,GATOA GAUTENG TOUR OPERATIONS ASSOCIATION,EC,SPORTS,379006
08-Aug-17,75291,BORDER CRICKET,EC,SPORTS,3989475
12-May-17,76375,DESPATCH TENNIS CLUB,EC,SPORTS,120000
16-Mar-18,78801,TSABA PUBLIC SCHOOL,EC,SPORTS,300000
12-May-17,78836,ILINGE PRIMARY SCHOOL,EC,SPORTS,49744.05
25-Aug-17,78873,ZWELITSHA HIGHER PRIMARY SCHOOL,EC,SPORTS,300000
08-Aug-17,78909,Mxhume J.S.S,EC,SPORTS,298123
23-Nov-17,78933,Ngxingxolo Primary School,EC,SPORTS,48501.3
17-Aug-17,78934,PAPASI JUNIOR SEC SCHOOL,EC,SPORTS,300000
12-May-17,78985,MZAMOWETHU PUBLIC SCHOOL,EC,SPORTS,300031.81
12-May-17,78988,SIYAPHAMBILI PRIMARY SCHOOL,EC,SPORTS,49983.51
15-Aug-17,78995,Isolomzi Senior Secondary School,EC,SPORTS,299665.78
12-May-17,79102,NTSHABENI J.S.S,EC,SPORTS,298460
28-Nov-17,79114,MT AYLIFF HOSPICE JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
29-Mar-18,79131,P.E. SAPS SPORT SOCIAL CLUB,EC,SPORTS,49928
07-Jul-17,79455,MZAMOMHLE SPECIAL SCHOOL,EC,SPORTS,48294.59
