Date,Project Number,Name,Province,Sector,Amount
16-Mar-18,105398,EMAGUQENI PRIMARY SCHOOL,KZN,SPORTS,298750.95
11-Jan-18,105432,MBUSOWABATHETHWA HIGH SCHOOL,KZN,SPORTS,299999.97
11-Jan-18,105474,IMIZIKAYIFANI PRIMARY SCHOOL,KZN,SPORTS,300000
23-Feb-18,105476,TWASANA PRIMARY SCHOOL,KZN,SPORTS,298353.65
15-Feb-18,105491,NTULABAKAYISE SECONDARY SCHOOL,KZN,SPORTS,298353.65
28-Feb-18,105492,SIYANDA SECONDARY SCHOOL,KZN,SPORTS,300000
23-Feb-18,105558,VEYANA PRIMARY SCHOOL,KZN,SPORTS,298353.65
23-Feb-18,105566,NQABAYEMBUBE HIGH SCHOOL,KZN,SPORTS,300000
23-Feb-18,105666,GAZINI PRIMARY SCHOOL,KZN,SPORTS,292520
16-Jan-18,105673,INKANYEZI YESIZWE PRIMARY SCHOOL,KZN,SPORTS,300600
29-Jan-18,105712,INTSHISEKELO SECONDARY SCHOOL,KZN,SPORTS,296000
23-Feb-18,105758,GLEN PAK PRIMARY SCHOOL,KZN,SPORTS,299291
16-Jan-18,105759,KWAZULU - NATAL ATHLETICS,KZN,SPORTS,500000
23-Feb-18,105762,NOBANTU PRIMARY SCHOOL,KZN,SPORTS,300000
28-Feb-18,105769,PHEMBUMUZI PRIMARY SCHOOL,KZN,SPORTS,300000
16-Jan-18,105796,KWAGAMAKAZI PRIMARY SCHOOL,KZN,SPORTS,300000
07-Mar-18,105799,EMAYENI PRIMARY SCHOOL,KZN,SPORTS,300000
16-Jan-18,105806,NYAKAZA PRIMARY SCHOOL,KZN,SPORTS,300000
16-Jan-18,105809,UMFOLOZI SECONDARY SCHOOL,KZN,SPORTS,300000
23-Feb-18,105841,MASHIYANE PUBLIC PRIMARY SCHOOL,KZN,SPORTS,300000
28-Feb-18,105852,UVONGO TENNIS CLUB,KZN,SPORTS,200000
29-Jan-18,105999,MATLHASEDI CHILD CARE CENTRE,KZN,SPORTS,120000
11-Jan-18,106024,GRINDERS ARISEN,KZN,SPORTS,69967
15-Feb-18,106080,UBUHLE - BEMVELO PRIMARY SCHOOL,KZN,SPORTS,300000
12-Mar-18,106172,KONFOOR COMBINED SCHOOL,KZN,SPORTS,300000
12-Mar-18,106231,PHUMOWAKHE PRIMARY SCHOOL,KZN,SPORTS,300010
22-Mar-18,106235,MUNDI SECONDARY SCHOOL,KZN,SPORTS,300000
22-Mar-18,106254,ZWELISHA PRIMARY SCHOOL,KZN,SPORTS,300000
26-Mar-18,106257,MNYAYIZA PRIMARY SCHOOL,KZN,SPORTS,300029.95
22-Mar-18,106260,MAPUTA PRIMARY SCHOOL,KZN,SPORTS,300000
1-Feb-18,106297,MATHEKU SECONDARY SCHOOL,KZN,SPORTS,300000
1-Mar-18,106312,MZIMELA PRIMARY SCHOOL,KZN,SPORTS,299994
1-Mar-18,106402,EMTHALENI PRIMARY SCHOOL,KZN,SPORTS,300000
16-Mar-18,56224,HLATLAGANYA DROP-IN CENTRE,LP,ARTS,25326.59
18-Jan-18,68937,WAGON WHEEL DAY CARE CENTRE,LP,ARTS,136298
16-Mar-18,72679,RIVONI SOCIETY FOR THE BLIND,LP,ARTS,190000
21-Nov-17,72763,Seda Limpopo Lewellery Incubator,LP,ARTS,90153
08-Aug-17,73251,LEFINE MAKGOMO DROP IN CENTRE,LP,ARTS,940167.23
25-Aug-17,73292,CENTRE FOR POSITIVE CARE,LP,ARTS,1191660.8
21-Aug-17,73370,TSWARANANG DISABLED PROJECT,LP,ARTS,193962.3
16-Mar-18,73374,NDLANDLAMUKA INSTITUTE FOR SUSTAINABLE DEVELOPMENT,LP,ARTS,226141
07-Apr-17,73435,VILLAGE TOURISM TRUST,LP,ARTS,380000
19-Apr-17,73575,FAMILIES SOUTH AFRICA LIMPOPO,LP,ARTS,319936
19-Apr-17,73707,NDIMA COMMUNITY SERVICES,LP,ARTS,799636
16-Mar-18,73839,SOUTH AFRICAN NATIONAL ASSOCIATION OF THE BLIND & PARTIALLY SIGHTED PERSONS,LP,ARTS,749983
19-Apr-17,73932,TLOUNARE COMMUNITY CRECHE,LP,ARTS,427000
11-May-17,74175,HOEDSPRUIT TRAINING TRUST,LP,ARTS,200000
07-Apr-17,74699,TSWELOPELE HOME BASED CARE PROJECT,LP,ARTS,200000
16-Mar-18,74719,KOPANANG YOUTH CLUB,LP,ARTS,180000
12-May-17,74749,JSM COMMUNITY PROJECT,LP,ARTS,59381.23
03-May-17,74781,"BATHUSENG ORPHANS, VULNERABLE AND HOME COMMUNITY BASED CARE",LP,ARTS,179813
08-Aug-17,74795,TJIANE DROP IN CENTRE,LP,ARTS,109999.6
16-Mar-18,74807,THE BRIGHT MORNING STAR NURSERY SCHOOL,LP,ARTS,379999.45
12-May-17,74856,ELIM CARE GROUP PROJECT,LP,ARTS,299999
07-Apr-17,74898,MATSAKA BRASS BAND,LP,ARTS,100000
12-May-17,74911,TOOSENG HOME BASED CARE,LP,ARTS,238757.25
14-Nov-17,90662,ZWARINE CULTURAL PROMOTIONS,LP,ARTS,264080
05-Jun-17,91735,RETHABILE TRADITIONAL GROUP,LP,ARTS,250000
23-Aug-17,91759,CHILDREN'S ECO TRAINING,LP,ARTS,195728
25-Aug-17,92023,SEEDI COMMUNITY ARTS AND PROJECTS,LP,ARTS,98964
25-Aug-17,92054,NDIMA COMMUNITY SERVICES,LP,ARTS,1105600
04-May-17,92261,HUMUN RESOURCE AND SOCIAL INFORMATION CENTRE,LP,ARTS,955200
09-Feb-18,92261,HUMAN RESOURCE AND SOCIAL INFOMATION CENTRE (HURESIC,LP,ARTS,238800
12-May-17,103672,RADZAMBO CULTURAL FOUNDATION,LP,ARTS,300000
17-May-17,103765,ISIKO FOUNDATION SA NPC,LP,ARTS,1132000
17-Nov-17,103765,ISIKO FOUNDATION SA NPC,LP,ARTS,283000
30-Nov-17,103945,MATABANE PRIMARY SCHOOL,LP,ARTS,69950
08-Aug-17,103948,TSIMANYANE PRIMARY SCHOOL,LP,ARTS,53600
21-Aug-17,104132,SEEPENG FANANG DIATLA PROJECT,LP,ARTS,164468
15-Jun-17,104233,NGOMA PEOPLE THREATRE,LP,ARTS,616000
07-Jun-17,104357,MULENZHE DEVELOPMENT TRUST,LP,ARTS,2677800
13-Oct-17,104357,MULENZHE DEVELOPMENT TRUST,LP,ARTS,669450
01-Aug-17,104423,THE ANSWER MUSIC & ARTS TEAM,LP,ARTS,240000
15-Aug-17,104622,VHAFHI DEVELOPMENT ORGANISATION,LP,ARTS,336000
21-Dec-17,104703,PHUTIKWENA COMBINED SCHOOL,LP,ARTS,50000
26-Jul-17,104840,Vhembe Traditional Entertainment Organisation,LP,ARTS,2400000
02-Nov-17,104840,VHEMBE TRADITIONAL ENTERTAINMENT ORGANISATION,LP,ARTS,600000
19-Oct-17,105001,DIKUTWANA DEVELOPMENT CENTRE,LP,ARTS,245000
19-Oct-17,105010,ARTS & PAINTING YOUTH DEVELOPMENT,LP,ARTS,184000
16-Mar-18,105010,ARTS & PAINTING YOUTH DEVELOPMENT,LP,ARTS,46150
17-Nov-17,105087,YOUTH CHANNEL GROUP,LP,ARTS,950000
25-Jan-18,105528,TSHEPHO FM,LP,ARTS,86400
30-Nov-17,105714,LEKGOLEDI ARTS & CULTURE CENTRE,LP,ARTS,256000
24-Nov-17,105898,BURGERSFORT GOSPEL CHOIR,LP,ARTS,174000
08-Nov-17,105900,FETOGANG MAKGAREBE CULTURAL VILLAGE,LP,ARTS,3544400
11-Sep-17,106170,VUKA COMMUNITY ENVIRONMENT PROJECT,LP,ARTS,3000000
1-Dec-17,106657,BOSA BOSELE MOILALEHLAKA ORGANISATION,LP,ARTS,120000
1-Mar-18,107277,MBHONYAPONYA NPC,LP,ARTS,600000
1-Feb-18,107769,NYESA FOUNDATION,LP,ARTS,180000
1-Dec-17,108163,MIGINGIRIKO PROJECTS,LP,ARTS,3650000
1-Mar-18,108523,SABC FOUNDATION,LP,ARTS,1500000
02-Aug-17,86023,PHAPHAPHANI CHILDWELFARE RESOURCE CENTRE,LP,CHARITIES,99000
02-Aug-17,102005,MATSHAVHAWE COMMUNITY ORGISTAION,LP,CHARITIES,70000
02-Aug-17,100238,LONDANI COMMUNITY BASED CARE,LP,CHARITIES,63000
02-Aug-17,72170,MATLEBJANE DAY CARE CENTRE,LP,CHARITIES,62600
02-Aug-17,91581,NYELISANI COMMUNITY OLD AGE PROJECT,LP,CHARITIES,55000
14-Mar-18,42374,SHIBANGWA CRECHE,LP,CHARITIES,145500
01-Aug-17,42464,MOKOPANE NOOD FORUM,LP,CHARITIES,149478
16-Jan-18,66314,SIYADINGANA COMMUNITY SERVICE PROJECT,LP,CHARITIES,101750
17-Aug-17,66990,NSUKU EARLY LEARNING CENTRE,LP,CHARITIES,125555
15-Dec-17,67003,MANEPA CARE CENTRE PROJECT,LP,CHARITIES,121380
09-Feb-18,67362,THANDANANI HOME BASED CARE,LP,CHARITIES,185560
21-Jun-17,67580,SEKA-TEMA CRECHE,LP,CHARITIES,169000
27-Oct-17,67748,DUDISANANG KGABEDI PROJECT,LP,CHARITIES,95877
23-Aug-17,69647,MASISI VILLAGE HOME BASED CARE,LP,CHARITIES,163725
15-Dec-17,71528,CHUPJA CRECHE,LP,CHARITIES,187613
23-Aug-17,71591,MAMAPO HOME BASED CARE,LP,CHARITIES,237600
21-Nov-17,71652,ELIM CARE GROUP PROJECT,LP,CHARITIES,537636
15-Dec-17,71654,RE HLOKA ENG DROP -IN CENTRE,LP,CHARITIES,135850
14-Dec-17,71662,MAHLAHLELANE DROP-IN CENTRE,LP,CHARITIES,135525
11-May-17,71762,LOTAVHA DAY CARE CENTRE,LP,CHARITIES,191749
08-Aug-17,71767,MADIBONG HOME COMMUNITY BASED CARE,LP,CHARITIES,132500
19-Apr-17,71802,VUKONA HOME BASED CARE,LP,CHARITIES,159000
15-Dec-17,71962,REPHOLOGILE DROP-IN CENTRE,LP,CHARITIES,65200
07-Jul-17,72092,DILOKONG YOUTH DEVELOPMENT AND EMPOWERMENT,LP,CHARITIES,170250
25-May-17,72111,HI RI SWIN'WE VA TA HOLA HOME BASED CARE,LP,CHARITIES,254680
09-Feb-18,72136,MVELEDZANDIVHO CHILD CARE CENTRE,LP,CHARITIES,114110
14-Mar-18,72298,"ABSTAIN,BE FAITHFUL AND CONDOMISE",LP,CHARITIES,334958
15-Dec-17,72365,NGWANATHEKO CRECHE,LP,CHARITIES,224775
19-Apr-17,72615,MABATANE SKILLS DEVELOPMENT SERVICES,LP,CHARITIES,154250
16-Jan-18,81300,SNEEUWITJIE EARLY CHILDHOOD DEVELOPMENT CENTRE,LP,CHARITIES,1266666
19-Apr-17,83119,MABAKGONA DAY CARE CENTRE,LP,CHARITIES,1266666
08-Jun-17,83119,MABAKGONA DAY CARE CENTRE,LP,CHARITIES,1266667
19-Apr-17,83252,DIRISHANANG CRECHE,LP,CHARITIES,1266666
27-Oct-17,83252,DIRISHANANG CRECHE,LP,CHARITIES,1266667
08-Jun-17,83674,TSHIKARI CRECHE AND PRESCHOOL,LP,CHARITIES,1266667
21-Jun-17,83702,KWENA PRE SCHOOL,LP,CHARITIES,1266666
17-Aug-17,83922,MMALAMOLA CRECHE,LP,CHARITIES,1266666
15-Dec-17,83922,MMALAMOLA CRECHE,LP,CHARITIES,1266667
01-Sep-17,84022,NAREADI CRECHE,LP,CHARITIES,1266666
14-Dec-17,84022,NAREADI CRECHE,LP,CHARITIES,1266667
20-Jul-17,84446,MASHILO PRE-SCHOOL AND CRECHE,LP,CHARITIES,1266666
23-Oct-17,84446,MASHILO PRE-SCHOOL AND CRECHE,LP,CHARITIES,1266667
08-Jun-17,84670,BAKONE-KWENA CRECHE,LP,CHARITIES,1266667
20-Jul-17,85158,TSWELOPELE CRECHE,LP,CHARITIES,1266666
03-Oct-17,85158,TSWELOPELE CRECHE,LP,CHARITIES,1266667
21-Jun-17,85507,NTEKUMA DAY CARE CENTRE,LP,CHARITIES,1266666
03-Oct-17,85507,NTEKUMA DAY CARE CENTRE,LP,CHARITIES,1266667
12-May-17,85869,COME TOGETHER CBO'S CONSORTIUM,LP,CHARITIES,100000
05-Dec-17,85869,COME TOGETHER CBO'S CONSORTIUM,LP,CHARITIES,98500
01-Sep-17,85873,OBRIGADO HOME BASED CARE,LP,CHARITIES,52000
21-Nov-17,85890,PFUMEMBE COMMUNITY BASED CARE,LP,CHARITIES,197500
15-Dec-17,85893,STRAIGHTHARDT HOME BASED CARE,LP,CHARITIES,538000
19-Oct-17,85896,BENNDE MUTALE HOME BASED CARE,LP,CHARITIES,134000
21-Apr-17,85898,MAKUSHU-MUSHOLOMMBI COMMUNITY DEVELOPMENT ORGANISATION,LP,CHARITIES,164500
19-Oct-17,85904,KHAVHAMBE HOME BASED CARE GROUP,LP,CHARITIES,553500
08-Jun-17,85932,FEFE HOME BASED CARE PROJECT,LP,CHARITIES,188500
28-Nov-17,85938,SASEKANI COMMUNITY HOME BASED CARE,LP,CHARITIES,464045
15-Dec-17,85983,PHOLOGO DROP-IN CENTRE,LP,CHARITIES,70500
19-Oct-17,85985,LONDANANI HOMEBASED CARE-DROP IN CENTRE,LP,CHARITIES,222200
15-Nov-17,85996,THENGWE INTEGRATED CARE AND PREVENTION,LP,CHARITIES,148000
15-Nov-17,86009,MATSA KONDELELANI HEALTH CARE AND AIDS AWARENESS PROJECT,LP,CHARITIES,183000
08-Jun-17,86010,OPRET ADVICE OFFICE,LP,CHARITIES,424950
12-Oct-17,86022,LUFUNO HOME BASED CARE,LP,CHARITIES,96750
12-Oct-17,86033,MAPATE HIV /AIDS AWARENESS AND WELFARE PROJECT,LP,CHARITIES,185500
08-Jun-17,86136,MAANGANI COMMUNITY CRECHE,LP,CHARITIES,1266667
02-Oct-17,86152,THARI YA SETSHABA DAY CARE CENTRE,LP,CHARITIES,1266666
11-Dec-17,86152,THARI YA SETSHABA DAY CARE CENTRE,LP,CHARITIES,1266667
12-May-17,86164,MUTHUSI HOME BASED CARE & HIV/AIDS PROJECT,LP,CHARITIES,186500
26-Apr-17,86179,ITUMELENG COMMUNITIES ORPHANAGE CENTRE,LP,CHARITIES,249528
12-Oct-17,86180,PROGRESS DROP IN CENTRE,LP,CHARITIES,80000
12-Oct-17,86214,MUKULA HOME BASED CARE,LP,CHARITIES,27750
09-Feb-18,86300,KULANI VAKOKWANA PROJECT,LP,CHARITIES,77000
28-Nov-17,86312,TSHANDUKO HOME BASED CARE,LP,CHARITIES,167430
08-Jun-17,86355,MAAKE HIV/AIDS AND YOUTH GUIDE,LP,CHARITIES,100000
02-Oct-17,86572,BOPHELO PELE COMMUNITY DEVELOPMENT,LP,CHARITIES,111500
12-Oct-17,86581,MALEKUTU CRECHE,LP,CHARITIES,70000
16-Jan-18,86590,BORN AGAIN PRE SCHOOL AND CRECHE,LP,CHARITIES,159600
15-Dec-17,86595,LEOPE CRECHE,LP,CHARITIES,170042
12-Oct-17,86606,NEW LIFE CONSULTANTS,LP,CHARITIES,315408
23-Aug-17,86637,THABANG CHILDREN'S HOME,LP,CHARITIES,275600
09-Feb-18,86671,HOEDSPRUIT TRAINING TRUST,LP,CHARITIES,132000
08-Jun-17,86816,THUSANG SETSHABA DROP IN CENTRE,LP,CHARITIES,145500
08-Jun-17,86845,DZATA VICTIM EMPOWERMENT,LP,CHARITIES,100000
09-Feb-18,86845,DZATA VICTIM EMPOWERMENT,LP,CHARITIES,89500
12-May-17,86929,SAVF - POTGIETERSRUS GESINSORG,LP,CHARITIES,158300
30-Aug-17,86939,PIET POTGIETER: TAK VAN MONUMENTTEHUIS VAN DIE N H S V GROEP,LP,CHARITIES,137784
23-Aug-17,87119,TSHANDAMA/ LUKAU DROP IN CENTRE,LP,CHARITIES,163300
23-Aug-17,87174,MOHLANATSI INTEGRATED RURAL DEVELOPMENT PROGRAMME,LP,CHARITIES,142000
30-Aug-17,87223,RHANDZACECE CHILD DEVELOPMENT CENTRE,LP,CHARITIES,114200
21-Nov-17,87238,KGWANA COMMUNITY CENTRE,LP,CHARITIES,312000
23-Aug-17,87248,ROOSSENEKAL HOME BASED CARE PROJECT,LP,CHARITIES,104500
16-Jan-18,87259,CELUKUTHULA COMMUNITY AID & COUNSELING COMMUNITY DEVELOPMENT,LP,CHARITIES,305800
25-Jan-18,87518,SIYABONGA LIFE SKILLS CENTRE FOR MENTALLY DISABLED,LP,CHARITIES,193500
23-Jan-18,87689,TSWELOPELE FRAIL CARE CENTRE,LP,CHARITIES,285767.29
16-Jan-18,87747,ARCADIA JEWISH CHILDREN'S HOME,LP,CHARITIES,125000
16-Jan-18,87758,SUNFIELD HOME (FORTUNA),LP,CHARITIES,485500
25-Aug-17,87765,NOMCEBO COMMUNITY DEVELOPMENT PROJECTS,LP,CHARITIES,190322
12-Oct-17,87770,MOLOGADI EDUCARE,LP,CHARITIES,178500
23-Aug-17,87778,NHLAHLE-N-DAY CARE CENTRE / CRECHE,LP,CHARITIES,84000
30-Aug-17,87779,THUSANANG DROP-IN-CENTRE,LP,CHARITIES,88504
23-Feb-18,87959,THUSANANG DROP-IN CENTRE,LP,CHARITIES,143666
12-Oct-17,87968,UNITY DAY CARE CENTRE,LP,CHARITIES,116500
23-Aug-17,88186,GREATER GIYANI OLDER PERSONS FORUM,LP,CHARITIES,78000
23-Jan-18,88270,SALLY'S DAY CARE CENTRE,LP,CHARITIES,60000
16-Jan-18,88289,PHUTOLOHA PRE-SCHOOL,LP,CHARITIES,140000
28-Nov-17,88367,SANTA FANANG DIATLA,LP,CHARITIES,106098
23-Aug-17,88392,THUSANANG TRUST: HAENERTSBURG,LP,CHARITIES,260104
25-Aug-17,88396,RAMOTSHINYADI HIV / AIDS YOUTH GUIDE,LP,CHARITIES,218000
12-Oct-17,88424,SWARISHANANG CRECHE,LP,CHARITIES,244000
28-Nov-17,88479,PHAFOGANG MABULANE HOME COMMUNITY BASED CARE,LP,CHARITIES,121000
12-Oct-17,88504,THOHOYANDOU VICTIM EMPOWERMENT TRUST,LP,CHARITIES,206000
28-Nov-17,88855,BOPHELONG HOME BASED CARE,LP,CHARITIES,113000
23-Aug-17,88925,TSHUBJE DROP IN CENTRE,LP,CHARITIES,94000
09-Feb-18,88984,ARE FANENG MATSOGO CARE,LP,CHARITIES,72600
30-Aug-17,88996,MAPHUTHA CHILD AND YOUTH DEVELOPMENT INITIATIVE,LP,CHARITIES,72600
16-Mar-18,89008,CHRISTELIKE MAATSKAPLIKE RAAD LIMPOPO,LP,CHARITIES,83000
25-May-17,89263,KGWETE HOME COMMUNITY BASED CARE,LP,CHARITIES,252306
25-Jan-18,89929,TSEPONG DAY CARE CENTRE,LP,CHARITIES,100000
25-Jan-18,90014,ACTION IN AUTISM,LP,CHARITIES,160000
15-Aug-17,90050,MAHWELERENG UNITING PRESBYTERIAN CHURCH SOUTHERN AFRICA HIV/AIDS PROJECT,LP,CHARITIES,190000
28-Nov-17,90308,DIRISANANG DROP-IN CENTRE,LP,CHARITIES,139000
25-Jan-18,90635,ALCOHOL & DRUG HELP CENTRE - SANCA ZULULAND,LP,CHARITIES,103400
17-Nov-17,90910,MAKGOKGWANA DROP IN CENTRE,LP,CHARITIES,145958
28-Nov-17,91109,MUKHOMI PFUNEKANI DROP IN CENTRE,LP,CHARITIES,100000
16-Jan-18,91344,THE EARLY EDUCATION CENTRE,LP,CHARITIES,140000
16-Jan-18,91346,REALEBOGA- BAKUBUNG TRAINING AND DEVELOPMENT AGENCY,LP,CHARITIES,200000
16-Jan-18,91389,GROOTPAN HOME BASED CARE,LP,CHARITIES,164000
08-Jun-17,91392,MANTEKEDI CRECHE & PRE-SCHOOL,LP,CHARITIES,161500
19-Jan-18,91424,PHOLOSHONG HOME BASED CARE,LP,CHARITIES,132000
09-Jan-18,91427,SEKHUKHUNE COUSELLING AND CARE CENTRE,LP,CHARITIES,130000
16-Jan-18,91428,BAROKA HOME BASED CARE,LP,CHARITIES,136580
12-May-17,91458,FANANG DIATLA HEALTH CARE GROUP (DROP IN CENTRE),LP,CHARITIES,117000
25-May-17,91468,IKAGENG INDIE HOME BASED CARE,LP,CHARITIES,186000
25-May-17,91472,MOGODI DROP IN CENTRE,LP,CHARITIES,141000
09-Feb-18,91472,MOGODI DROP IN CENTRE,LP,CHARITIES,100000
23-Feb-18,91473,ABBOTSPOORT HOME BASED CARE,LP,CHARITIES,200500
28-Nov-17,91475,DIKOLOBE MULTI-PURPOSE CARE CENTRE,LP,CHARITIES,163000
28-Nov-17,91482,KIBI COMMUNITY HOME BASED CARE,LP,CHARITIES,169382
05-Dec-17,91485,ELANDSKRAAL HOME BASED CARE,LP,CHARITIES,196000
15-Aug-17,91487,BAEMEDI HOME BASED CARE,LP,CHARITIES,179600
30-Aug-17,91489,TSHIKONELO HOME BASED CARE,LP,CHARITIES,380000
16-Jan-18,91491,KHANIMAMBA TRAINING AND RESOURCE CENTRE,LP,CHARITIES,125000
23-Aug-17,91506,MOLWANTWA DROP-IN CENTRE,LP,CHARITIES,425000
01-Aug-17,91522,SUNSHINE HOME BASED CARE AND COUNSELLING ASSOCIATION,LP,CHARITIES,262471
15-Aug-17,91531,SHIRILELE HLAYISEKANI OLD AGE CENTRE,LP,CHARITIES,41000
13-Oct-17,91540,JERUSALEM HOME BASED CARE ORGANISATION,LP,CHARITIES,442800
23-Jan-18,91541,AMAZING GRACE FOUNDATION COMMUNITY CENTRE,LP,CHARITIES,120000
23-Jan-18,91550,VLEIFONTEIN COMMUNITY HOME BASED CARE,LP,CHARITIES,140098
19-Jan-18,91551,SAMARITAN YOUTH CENTRE,LP,CHARITIES,134000
25-Jan-18,91552,TLHAKODISHO CARE CENTRE,LP,CHARITIES,150000
23-Jan-18,91567,TSHINO - RAMUKHUBA HOME BASED CARE AND AIDS AWARENESS,LP,CHARITIES,142500
23-Jan-18,91568,MALEMATI AIDS & TB AWARENESS CLUB,LP,CHARITIES,70000
25-Jan-18,91582,ITSHEPHENG COMMUNITY HEALTH CARE & AIDS EDUCATORS,LP,CHARITIES,120000
09-Jan-18,91602,KODUMELA HOME BASED CARE,LP,CHARITIES,133900
07-Jul-17,91624,AFRICA CRY AIDS PANDEMIC ORGANISATION,LP,CHARITIES,185498
14-Dec-17,91630,LITSHANI VHANA-VHA-DE FOUNDATION,LP,CHARITIES,100000
25-May-17,91635,NGOVE DROP IN CENTRE,LP,CHARITIES,85000
05-Dec-17,91642,PHEDISANANG HOME BASED CARE,LP,CHARITIES,275996
05-Dec-17,91643,TIANGMAATLA DROP IN CENTRE,LP,CHARITIES,243200
25-Aug-17,91644,MATSHIKA CRECHE,LP,CHARITIES,100000
12-May-17,91648,L B KUBAY DAY CARE CENTRE,LP,CHARITIES,100000
16-Mar-18,91648,LB KUBAY DAY CARE CENTRE,LP,CHARITIES,67000
07-Jul-17,91649,VURHONGA DAY CARE,LP,CHARITIES,188000
01-Aug-17,91657,RE HLOKA ENG DROP IN CENTRE,LP,CHARITIES,174000
13-Oct-17,91667,KGANYA CRECHE,LP,CHARITIES,131304
12-Mar-18,91669,RAMOLWETJIE MPHAHLELE CRECHE,LP,CHARITIES,140000
19-Jan-18,91677,MASEALAMA PLAY CENTRE,LP,CHARITIES,250000
30-Aug-17,91887,MARULENG COMMUNITY HOME BASED CARE,LP,CHARITIES,210500
09-Feb-18,91948,INTEGRATED VICTIM SUPPORT TEAM,LP,CHARITIES,121000
23-Aug-17,91957,MUTHUNDINNYI PROJECT FOR DISABLED,LP,CHARITIES,212000
30-Nov-17,92175,LESEGA MATIME CRECHE,LP,CHARITIES,63500
16-Jan-18,92797,UNATHI CRECHE & PRE-SCHOOL,LP,CHARITIES,96154
23-Feb-18,92835,BOB MMOLA DROP-IN CENTRE,LP,CHARITIES,141000
28-Feb-18,92842,PHOLOSHO MULTIPURPOSE CENTRE,LP,CHARITIES,160000
25-Aug-17,92847,XIKUTSU CRECHE,LP,CHARITIES,74500
30-Nov-17,92856,THABANG MOGARI CRECHE,LP,CHARITIES,159280
25-Jan-18,92894,ZAMOKUHLE CARE CENTRE,LP,CHARITIES,139897
25-Jan-18,92926,PHUTHANANG DAY CARE CENTRE,LP,CHARITIES,90000
25-Jan-18,92996,MAGWEDZHA HOME BASED CARE,LP,CHARITIES,143000
30-Nov-17,93004,IKAGENG HIV/AIDS HOME BASED CARE PROJECT,LP,CHARITIES,131000
30-Nov-17,93008,SAVF THABAZIMBI,LP,CHARITIES,135450
30-Nov-17,93011,DEVREDE HOME BASED CARE,LP,CHARITIES,152700
09-Feb-18,93022,DIKOTING CENTER FOR THE ELDERLY,LP,CHARITIES,141203
28-Nov-17,93030,LIGHT OF MERCY COMMUNITY CARE,LP,CHARITIES,140000
30-Nov-17,93041,EISLEBEN HOME BASED CARE,LP,CHARITIES,160000
14-Dec-17,93042,SHALATE DROP IN CENTRE,LP,CHARITIES,157278
30-Nov-17,93046,TONDANI HOME BASED CARE,LP,CHARITIES,96600
30-Nov-17,93048,PHUTHANANG HOME BASED CARE,LP,CHARITIES,139600
23-Feb-18,93082,CHECKERS CRECHE,LP,CHARITIES,61350
30-Nov-17,93094,TAUMOGALAKWENA H.B.C,LP,CHARITIES,140000
19-Oct-17,93116,THUSANANG HOME BASED CARE,LP,CHARITIES,114900
30-Nov-17,93123,HAAKDORING HOME COMMUNITY BASED CARE,LP,CHARITIES,155900
26-Mar-18,93126,KHOLOFELO COMMUNITY HOME BASED CARE,LP,CHARITIES,250000
28-Nov-17,93127,MOHLALETSE DROP-IN CENTRE,LP,CHARITIES,162000
19-Oct-17,93132,MNINGINISI EARLY LEARNING CENTRE,LP,CHARITIES,120000
30-Nov-17,93135,NTWANANO HIV SUPPORT PROGRAMME,LP,CHARITIES,141000
30-Nov-17,93139,SEKHUNG HOME BASED CARE,LP,CHARITIES,90400
19-Oct-17,93150,TSHAMULUNGWI HOME BASED CARE PROJECT,LP,CHARITIES,114790
23-Aug-17,93151,SEGO HOME BASED CARE GROUP,LP,CHARITIES,124000
30-Nov-17,93153,WATERBERG WELFARE SOCIETY,LP,CHARITIES,165000
14-Dec-17,93155,ITSOSHENG COMMUNITY HOME BASED CARE,LP,CHARITIES,152000
30-Nov-17,93167,MY- DARLING HOME BASE CARE,LP,CHARITIES,166000
30-Nov-17,93180,MOKWENA EDWINSDALE HOME BASE CARE,LP,CHARITIES,90400
05-Mar-18,93181,MULENZHE COMMUNITY HOME BASED CARE PROJECT,LP,CHARITIES,139000
30-Nov-17,93182,SEIPONE HOME BASED CARE,LP,CHARITIES,141400
14-Dec-17,93186,MAKHUVHA DROP IN CENTRE,LP,CHARITIES,148300
09-Feb-18,93199,KOPANANG VAALKOP DROP IN CENTER,LP,CHARITIES,123000
23-Aug-17,93260,MZAMANI OLD AGE CENTRE,LP,CHARITIES,60400
19-Oct-17,93261,MAMONE HOME BASED CARE,LP,CHARITIES,150500
19-Oct-17,93277,XIKUKWANI DEVELOPEMENT ORGANISATION,LP,CHARITIES,50000
14-Dec-17,93279,RAMONAMA EDUCATION CENTRE,LP,CHARITIES,90000
23-Feb-18,93289,MASHITE COMMUNITY HOME BASED CARE,LP,CHARITIES,130500
26-Apr-17,93291,REFILOE OVC CENTRE,LP,CHARITIES,228500
12-May-17,93292,MANKWENG VICTIM SUPPORT CENTRE,LP,CHARITIES,100000
19-Oct-17,93294,SHAMMAH DROP-IN CENTRE,LP,CHARITIES,145000
27-Oct-17,93296,NTOTOLE DROP IN CENTRE,LP,CHARITIES,266124
01-Aug-17,93297,TSHAKHUMA DITIKE HOME BASED CARE,LP,CHARITIES,212500
09-Feb-18,93299,KODUMELA DROP IN CENTRE,LP,CHARITIES,146000
14-Dec-17,93306,BONTSHANG BOKGWARI,LP,CHARITIES,160000
