Date,Sector,Province,Project Number,Name,Amount
2021-05-04T00:00:00Z,Arts,LP,M31458,Bashanyana Theatre Productions,213000.0
2021-05-04T00:00:00Z,Charities,FS,M31356,Beautiful Gate Home,175200.0
2021-05-06T00:00:00Z,Charities,WC,M32503,University Of Cape Town,4000000.0
2021-05-06T00:00:00Z,Charities,FS,M32514,Viljoenskoon Hospice,1500000.0
2021-05-06T00:00:00Z,Charities,LP,M31687,Thabang Children's Home,1248697.0
2021-05-06T00:00:00Z,Charities,WC,M31422,Drakenstein Palliative Hospice NPC,1115758.0
2021-05-06T00:00:00Z,Charities,FS,M31487,Qholaqhwe Advice Centre,506600.0
2021-05-06T00:00:00Z,Arts,LP,M31574,Munamba Community,352986.0
2021-05-06T00:00:00Z,Arts,LP,M31670,Maphuti and Mogau Foundation,319500.0
2021-05-06T00:00:00Z,Arts,LP,M31569,Risenga Thami Foundation,316500.0
2021-05-06T00:00:00Z,Arts,LP,M31460,Success for Africa - Limpopo,303000.0
2021-05-06T00:00:00Z,Arts,LP,M31380,Ribbz Foundation,296800.0
2021-05-06T00:00:00Z,Arts,LP,M31572,Gundo Cultural Innovation,295499.0
2021-05-06T00:00:00Z,Charities,LP,M31777,Hisekani Creche,294500.0
2021-05-06T00:00:00Z,Arts,LP,M31567,Loeto Foundation,278000.0
2021-05-06T00:00:00Z,Charities,FS,M31479,Kroonstad After Care Creche,276600.0
2021-05-06T00:00:00Z,Charities,LP,M31662,Mvelelo Daycare Centre,253000.0
2021-05-06T00:00:00Z,Arts,LP,M31565,Amoretha Foundation,235000.0
2021-05-06T00:00:00Z,Arts,LP,M31456,Hope Theatre Practioners,228000.0
2021-05-06T00:00:00Z,Charities,LP,M31776,Vukheta Disable Project,218397.0
2021-05-06T00:00:00Z,Charities,WC,M31862,The Outreach Program,215590.0
2021-05-06T00:00:00Z,Arts,GP,M31466,Khazimula Arts NPC,208000.0
2021-05-06T00:00:00Z,Charities,GP,M31454,Angels Baby Sanctuary,194400.0
2021-05-06T00:00:00Z,Charities,LP,M13194,Ramphagane Creche,191006.0
2021-05-06T00:00:00Z,Charities,LP,M31889,Hi Vulavuile Vuhehli Disabled Project,187888.0
2021-05-06T00:00:00Z,Arts,LP,M31385,Khalamaranja,154600.0
2021-05-06T00:00:00Z,Charities,LP,M31688,Ithuteng Daycare Centre - LP,138500.0
2021-05-06T00:00:00Z,Charities,LP,M31774,Humelela Disabled Project,106471.0
2021-05-11T00:00:00Z,Arts,EC,M31907,National Arts Festival Grahamstown,1500000.0
2021-05-11T00:00:00Z,Arts,NC,M31935,Great Minds Youth Empowerment Productions,1108000.0
2021-05-11T00:00:00Z,Arts,NC,M31716,Northern Cape Arts Centre,998000.0
2021-05-11T00:00:00Z,Charities,KZN,M31841,Isiduduzo Community Development,630000.0
2021-05-11T00:00:00Z,Charities,KZN,M31912,Sinamumva Creche,500000.0
2021-05-11T00:00:00Z,Arts,EC,M31988,Masikhulesitye Projects,467000.0
2021-05-11T00:00:00Z,Arts,EC,M31963,Zanoxolo Community Support,451107.0
2021-05-11T00:00:00Z,Charities,KZN,M31797,Siyakhula Creche 9605,445000.0
2021-05-11T00:00:00Z,Arts,EC,M32101,Indzondelelo Projects,413000.0
2021-05-11T00:00:00Z,Charities,KZN,M31832,Tin Town Creche,411800.0
2021-05-11T00:00:00Z,Arts,EC,M31974,Vumile Youth Centre,393500.0
2021-05-11T00:00:00Z,Arts,EC,M32002,Indalo The Nature NPC,386480.0
2021-05-11T00:00:00Z,Arts,NW,M32348,Amogelang Youth Social Project - 21606,373000.0
2021-05-11T00:00:00Z,Arts,WC,M31509,Yemvelo Foundation,360000.0
2021-05-11T00:00:00Z,Charities,KZN,M31827,Wenzekahle Creche,342000.0
2021-05-11T00:00:00Z,Arts,NC,M31852,Sanatoria Projects NPC,338200.0
2021-05-11T00:00:00Z,Charities,GP,M31533,Lerato Daycare Centre,322000.0
2021-05-11T00:00:00Z,Charities,KZN,M31524,Multiple Sclerosis Society - KZN Branch,315851.0
2021-05-11T00:00:00Z,Arts,MP,M31583,Bambisanani Community Project,301000.0
2021-05-11T00:00:00Z,Charities,LP,M31834,Holani Drop In Centre,295600.0
2021-05-11T00:00:00Z,Charities,LP,M31778,Ngalava Disabled Project,261328.0
2021-05-11T00:00:00Z,Charities,GP,M31775,Xivono Project For The Disabled,243898.0
2021-05-11T00:00:00Z,Charities,KZN,M31828,Esibusisweni Creche,210000.0
2021-05-11T00:00:00Z,Charities,LP,M31815,Shikhumba Disabled Project,188000.0
2021-05-11T00:00:00Z,Charities,LP,M31916,Pfunani Magea Early Leaning Centre,185750.0
2021-05-11T00:00:00Z,Charities,GP,M31735,Se-di-la Thuto Daycare,182000.0
2021-05-11T00:00:00Z,Arts,GP,M31899,Ubuhle Bentethelelo Perfomers,158000.0
2021-05-11T00:00:00Z,Charities,EC,M31994,Nyameko Daycare Centre,156500.0
2021-05-12T00:00:00Z,Charities,EC,M31902,Christelik-Maatskaplike Raad Van Uitenhage,811397.0
2021-05-12T00:00:00Z,Charities,MP,M31962,SAVF Bethal Maatskaplik,739507.0
2021-05-12T00:00:00Z,Charities,MP,M31729,Ipfumelo Creche,496700.0
2021-05-12T00:00:00Z,Arts,GP,M31394,Sisebenza Kahle Foundation,467000.0
2021-05-12T00:00:00Z,Charities,FS,M31475,Ntataise Old Aged Luncheon Club,459901.0
2021-05-12T00:00:00Z,Charities,GP,M31522,Ithute Daycare and Pre-school,431500.0
2021-05-12T00:00:00Z,Arts,GP,M31359,Botle Ba Tlhaho Skills Development,427000.0
2021-05-12T00:00:00Z,Arts,FS,M31519,Leotlela Cultural Group,402000.0
2021-05-12T00:00:00Z,Charities,MP,M31703,Nhletelo Pre-school,385700.0
2021-05-12T00:00:00Z,Charities,LP,M31971,Vutlhai Environment and Health Organisation,370922.0
2021-05-12T00:00:00Z,Arts,FS,M31497,Tswelopele Empowerment Foundation,367500.0
2021-05-12T00:00:00Z,Sports and recreation,KZN,M23627,Eqhweni Primary School,334694.9
2021-05-12T00:00:00Z,Charities,MP,M31594,Trinity Daycare Centre 181-053,330000.0
2021-05-12T00:00:00Z,Arts,FS,M31621,Phiritona Young Entertainers,313000.0
2021-05-12T00:00:00Z,Arts,GP,M31511,Afro-Tsoga,309584.0
2021-05-12T00:00:00Z,Sports and recreation,EC,M23551,Cove Ridge Primary School,305000.0
2021-05-12T00:00:00Z,Sports and recreation,KZN,M22196,Horseshoe Primary School,305000.0
2021-05-12T00:00:00Z,Sports and recreation,NW,M24815,Madiba Combined School,305000.0
2021-05-12T00:00:00Z,Sports and recreation,FS,M22431,Monamodi Primary School,303000.0
2021-05-12T00:00:00Z,Sports and recreation,KZN,M23215,Mhlazane Primary School,302500.0
2021-05-12T00:00:00Z,Sports and recreation,KZN,M21777,Mfundabasha Primary School,300000.0
2021-05-12T00:00:00Z,Sports and recreation,KZN,M23797,Mtiwe Primary School,300000.0
2021-05-12T00:00:00Z,Charities,NW,M32050,Madiba-A-Kubu ELC,271292.0
2021-05-12T00:00:00Z,Charities,MP,M31545,Swaxonga Daycare Centre,263600.0
2021-05-12T00:00:00Z,Sports and recreation,EC,M25126,D.Z. Dumezweni Senior Secondary School,252500.0
2021-05-12T00:00:00Z,Sports and recreation,KZN,M24515,Nsunguza Primary School,236400.0
2021-05-12T00:00:00Z,Charities,MP,M31655,Leano Drop In Centre,227000.0
2021-05-12T00:00:00Z,Arts,FS,M31442,Reabetswe English Medium,198500.0
2021-05-12T00:00:00Z,Charities,FS,M31681,Ando Daycare,185727.0
2021-05-12T00:00:00Z,Arts,WC,M22752,TV Stars Youth Development NPC,109000.0
2021-05-13T00:00:00Z,Sports and recreation,WC,M33175,Paarl Athletics Club,10000000.0
2021-05-13T00:00:00Z,Sports and recreation,GP,M33064,Motheo Sports and Entertainment Foundation,9000000.0
2021-05-13T00:00:00Z,Sports and recreation,MP,M32512,Lady Wisdom - NAB,6000000.0
2021-05-13T00:00:00Z,Arts,WC,M31891,Sebenza Arts and Crafts,464000.0
2021-05-13T00:00:00Z,Charities,LP,M32293,Leapame Edu Centre,459135.0
2021-05-13T00:00:00Z,Arts,EC,M31911,Khwezilokusa Community Initiatives,451931.0
2021-05-13T00:00:00Z,Arts,EC,M32052,Qumosha Community Support,449774.0
2021-05-13T00:00:00Z,Charities,FS,M31892,Bambanani Organisation,388454.0
2021-05-13T00:00:00Z,Arts,FS,M31878,Ubuhle Bemvelo Development 245-415,378000.0
2021-05-13T00:00:00Z,Charities,KZN,M31853,Mawoza Creche,370695.0
2021-05-13T00:00:00Z,Arts,GP,M32028,Western Cape Energy Transformation,348000.0
2021-05-13T00:00:00Z,Arts,GP,M31843,Yanga Arts and Culture Community Club,322000.0
2021-05-13T00:00:00Z,Charities,FS,M31709,Clocolan Child Care Forum,320400.0
2021-05-13T00:00:00Z,Arts,GP,M31474,Technical Image Music Foundation,318000.0
2021-05-13T00:00:00Z,Arts,GP,M31848,Sandis' Ubuntu Foundation,304000.0
2021-05-13T00:00:00Z,Arts,NC,M31742,Vubono NPC - 17930,300000.0
2021-05-13T00:00:00Z,Arts,FS,M31694,The Light of Hope,299700.0
2021-05-13T00:00:00Z,Arts,FS,M31918,Ananela Projects,293000.0
2021-05-13T00:00:00Z,Charities,WC,M31855,Sinethemba Educare Centre,285600.0
2021-05-13T00:00:00Z,Arts,NW,M31547,Bathabile Dedicated Artists - 21183,283000.0
2021-05-13T00:00:00Z,Arts,FS,M31627,Ihobe Arts Development Project,263000.0
2021-05-13T00:00:00Z,Arts,GP,M32222,Zibonise Theatre Production,256965.0
2021-05-13T00:00:00Z,Arts,NW,M32275,Afrobuilders Organisation17936,233500.0
2021-05-13T00:00:00Z,Arts,NW,M32185,Boab Foundation NPC,212200.0
2021-05-13T00:00:00Z,Arts,GP,M31355,Bakhusele Arts,199400.0
2021-05-13T00:00:00Z,Arts,FS,M31676,Refengkgotso HD Radio,142000.0
2021-05-13T00:00:00Z,Sports and recreation,GP,M32515,Sport for Social Change Network (SSCN) Southern Africa NPC,100000.0
2021-05-18T00:00:00Z,Charities,GP,M31556,The Down Syndrome Association Gauteng,1243500.0
2021-05-18T00:00:00Z,Charities,WC,M31817,The Academy for Adults with Autism,1188622.0
2021-05-18T00:00:00Z,Charities,FS,M31810,The Bloemfontein Society for the Prevention of Cruelty to Animals,738000.0
2021-05-18T00:00:00Z,Arts,EC,M31915,Phunopu Projects,498024.0
2021-05-18T00:00:00Z,Sports and recreation,KZN,M31692,Mehlwenkosi Primary School,480000.0
2021-05-18T00:00:00Z,Arts,GP,M31671,Harness Production,463613.0
2021-05-18T00:00:00Z,Arts,LP,M32359,"Dithabaneng Sports, Arts and Culture Organisation",450221.0
2021-05-18T00:00:00Z,Charities,GP,M31759,Jabulani Daycare Centre,446300.0
2021-05-18T00:00:00Z,Arts,KZN,M31882,Enkanyezini Foundation,428000.0
2021-05-18T00:00:00Z,Arts,LP,M31520,Tec Foundation,407000.0
2021-05-18T00:00:00Z,Sports and recreation,KZN,M31739,Gcinukuthula Primary School,373000.0
2021-05-18T00:00:00Z,Sports and recreation,KZN,M31750,Makhathini Primary School,373000.0
2021-05-18T00:00:00Z,Charities,LP,M32325,Polokwane Victim Support Centre,359737.0
2021-05-18T00:00:00Z,Sports and recreation,LP,M31478,Ramasode Primary School,350000.0
2021-05-18T00:00:00Z,Charities,KZN,M31872,New Hope Community Development Organisation,329921.0
2021-05-18T00:00:00Z,Charities,KZN,M31908,Sakhisizwe Community Organisation,314459.0
2021-05-18T00:00:00Z,Arts,KZN,M31958,Vezikhono Cummunity Projects,313000.0
2021-05-18T00:00:00Z,Sports and recreation,LP,M31523,Madisei Primary School,300000.0
2021-05-18T00:00:00Z,Sports and recreation,LP,M31617,Ramakgotho Primary School,300000.0
2021-05-18T00:00:00Z,Sports and recreation,LP,M31639,Sekutupu Primary School,300000.0
2021-05-18T00:00:00Z,Sports and recreation,LP,M31683,Setlhako Primary School,300000.0
2021-05-18T00:00:00Z,Charities,KZN,M31904,Together We Can Foundation,293929.0
2021-05-18T00:00:00Z,Arts,GP,M31562,Tisetso Cultural Group,274250.0
2021-05-18T00:00:00Z,Charities,EC,M32608,Siyazingca Service Centre,260000.0
2021-05-18T00:00:00Z,Arts,NC,M32384,Leo-Liz,182289.0
2021-05-18T00:00:00Z,Charities,FS,M31764,Miracle Smile Organisation,175000.0
2021-05-19T00:00:00Z,Arts,GP,M31503,Umuntu Ngabantu,1323000.0
2021-05-19T00:00:00Z,Charities,GP,M31845,Soweto Independent Living Centre,1097582.0
2021-05-19T00:00:00Z,Charities,GP,M31997,Kids Haven,933549.0
2021-05-19T00:00:00Z,Charities,GP,M32090,Golang Education Outreach,758500.0
2021-05-19T00:00:00Z,Charities,GP,M32049,Tshepong Old Age Centre,484982.0
2021-05-19T00:00:00Z,Arts,LP,M32361,Tlou Tlou Youth Development,432000.0
2021-05-19T00:00:00Z,Charities,LP,M32405,Bonwani Early Leaning Centre,398640.0
2021-05-19T00:00:00Z,Charities,LP,M32290,Mboneni Community Creche,377810.0
2021-05-19T00:00:00Z,Arts,LP,M32312,KGM Social Development and Project,373000.0
2021-05-19T00:00:00Z,Arts,LP,M32344,African Blend Arts Productions,372000.0
2021-05-19T00:00:00Z,Charities,LP,M32303,Unique Early Leaning Centre,364999.0
2021-05-19T00:00:00Z,Arts,LP,M32313,Young Age Big Minds,318000.0
2021-05-19T00:00:00Z,Charities,LP,M31959,Faneiwa Disable Project,280898.0
2021-05-19T00:00:00Z,Arts,KZN,M31875,Takayolo Development,273000.0
2021-05-19T00:00:00Z,Charities,EC,M32400,Zwelitsha Daycare Centre,265000.0
2021-05-19T00:00:00Z,Arts,LP,M32346,Vutshila Cultural School,247300.0
2021-05-27T00:00:00Z,Charities,MP,M31719,Mpumalanga Association Of Persons With Disabilities,2000657.0
2021-05-27T00:00:00Z,Misc,GP,M31886,The African Presidential Leadership Centre,1500000.0
2021-05-27T00:00:00Z,Charities,WC,M31801,TLC Outreach,892000.0
2021-05-27T00:00:00Z,Charities,WC,M32023,Changeability,831571.0
2021-05-27T00:00:00Z,Charities,NC,M32066,Tiisano Mmogo Home Based Care,482000.0
2021-05-27T00:00:00Z,Charities,LP,M31616,Takalani Nana Home Care Centre - 8012,411613.0
2021-05-27T00:00:00Z,Charities,KZN,M31975,Sakhithemba Creche,385600.0
2021-05-27T00:00:00Z,Charities,EC,M32083,Shalom Home Community Based Care,293000.0
2021-05-27T00:00:00Z,Charities,NW,M32475,Wise Guys ECD - 21666,258510.0
2021-05-27T00:00:00Z,Charities,NW,M32395,Lesedi Early Leaning Centre,206010.0
2021-05-27T00:00:00Z,Charities,MP,M31532,Ma-Candies Creche,183925.0
2021-05-27T00:00:00Z,Sports and recreation,EC,M32035,Phozi United,165000.0
2021-05-27T00:00:00Z,Charities,EC,M31856,Zolani Pre-school,150243.0
2021-05-27T00:00:00Z,Sports and recreation,KZN,M31649,Godana Football Club,120000.0
2021-05-27T00:00:00Z,Sports and recreation,WC,M31937,Flying Eagles Rugby Klub,120000.0
2021-05-27T00:00:00Z,Charities,EC,M31849,Sinenjongo Pre-school,117359.0
2021-05-27T00:00:00Z,Sports and recreation,KZN,M31599,Stone Breaker Football Club,100000.0
2021-05-27T00:00:00Z,Sports and recreation,FS,M31472,Young Bucs Football Club,95000.0
2021-05-27T00:00:00Z,Sports and recreation,KZN,M31366,Santos United Football Club,95000.0
2021-05-27T00:00:00Z,Sports and recreation,KZN,M31695,Sukuma Aces Football Club,95000.0
2021-05-27T00:00:00Z,Sports and recreation,KZN,M31361,United Juniors Football Club,85000.0
2021-05-27T00:00:00Z,Sports and recreation,KZN,M31667,Hangaza Football Club,75000.0
2021-05-27T00:00:00Z,Sports and recreation,LP,M31593,Ranoto Cameroon Football Club,75000.0
2021-05-27T00:00:00Z,Sports and recreation,MP,M31598,Kwagga United Football Club,75000.0
2021-05-27T00:00:00Z,Sports and recreation,NC,M31526,Atlegang In Nature,75000.0
2021-05-27T00:00:00Z,Sports and recreation,GP,M31425,Synergistic Covenant Network,65000.0
2021-05-27T00:00:00Z,Sports and recreation,GP,M31432,The Radebe Football Club and Association,65000.0
2021-05-27T00:00:00Z,Sports and recreation,GP,M31502,Bethuel Sports Development South Africa,65000.0
2021-05-27T00:00:00Z,Sports and recreation,WC,M31389,Epic Sports Project NPC,65000.0
2021-05-27T00:00:00Z,Sports and recreation,GP,M31530,East Rand Excellent Soccer Academy,60000.0
2021-05-31T00:00:00Z,Charities,EC,M32771,Cheshie Home Summerstrand,1917757.0
2021-05-31T00:00:00Z,Charities,WC,M32180,Empilweni,558000.0
2021-05-31T00:00:00Z,Charities,MP,M31762,Nkwezi Pre-school and Daycare,466450.0
2021-05-31T00:00:00Z,Charities,MP,M31548,Pfuna Ixaka Daycare,398150.0
2021-05-31T00:00:00Z,Charities,FS,M32145,Itekeng Community Based Care and Support Services,349100.0
2021-05-31T00:00:00Z,Charities,WC,M32105,Masakhane Educare Centre,322800.0
2021-05-31T00:00:00Z,Charities,GP,M32134,Kgomotso Day and After Care Centre,289800.0
2021-05-31T00:00:00Z,Charities,LP,M32337,KgateloPrele Creche,286819.0
2021-05-31T00:00:00Z,Charities,FS,M32178,Leatong Daycare Centre,249000.0
2021-05-31T00:00:00Z,Charities,LP,M32391,Xikukwani Vukona Early Leaning Centre,235800.0
2021-05-31T00:00:00Z,Charities,EC,M32398,Child Foundation,210288.0
2021-05-31T00:00:00Z,Charities,KZN,M31552,Mayaluka Creche,208190.0
2021-05-31T00:00:00Z,Charities,GP,M32125,Ntlhokomele House of Hope,199650.0
2021-05-31T00:00:00Z,Charities,LP,M32426,Siliki Daycare,153000.0
2021-06-01T00:00:00Z,Arts,MP,M32033,The Forgotten Angle Theatre Collaboration,1188105.0
2021-06-01T00:00:00Z,Arts,WC,M31784,Project 90 by 2030,660000.0
2021-06-01T00:00:00Z,Charities,WC,M32231,Abba Family Counselling Centre,622600.0
2021-06-01T00:00:00Z,Arts,FS,M31724,Success of Africa - Free State,588000.0
2021-06-01T00:00:00Z,Charities,MP,M32287,Vaxumi Community Daycare,475000.0
2021-06-01T00:00:00Z,Arts,MP,M31738,Gethlulana Community Projects,450900.0
2021-06-01T00:00:00Z,Arts,MP,M32041,World Savelife Organisation,428450.0
2021-06-01T00:00:00Z,Charities,WC,M32157,ACVV Paarl,380000.0
2021-06-01T00:00:00Z,Arts,WC,M31947,Double Portion Upholsters Skills Development,367000.0
2021-06-01T00:00:00Z,Charities,GP,M32191,Duddleys Daycare,332312.0
2021-06-01T00:00:00Z,Charities,GP,M32194,Ritos Daycare Centre,328436.0
2021-06-01T00:00:00Z,Charities,LP,M32226,Mavele Drop in Centre,315400.0
2021-06-01T00:00:00Z,Charities,EC,M32762,Qaga Centre for the Aged,290000.0
2021-06-01T00:00:00Z,Charities,LP,M32247,Xisaka Early Leaning Centre,289651.0
2021-06-01T00:00:00Z,Arts,NW,M31757,Ikage Arts Foundation NPC - 14339,279500.0
2021-06-01T00:00:00Z,Charities,EC,M32614,Ekuseni Lathi Chapha Ilanga Golden Age Club,253438.0
2021-06-01T00:00:00Z,Charities,WC,M32723,Little Lambs Christian Daycare,232000.0
2021-06-01T00:00:00Z,Arts,MP,M31996,Elukwatini Arts and Culture Promotion Centre,218000.0
2021-06-01T00:00:00Z,Arts,MP,M32271,Tekwane South Youth Association,215500.0
2021-06-01T00:00:00Z,Arts,MP,M32173,Drumstone Arts NPC,213000.0
2021-06-01T00:00:00Z,Charities,GP,M32141,Ehahuhetswe Daycare Centre,201000.0
2021-06-01T00:00:00Z,Arts,MP,M32106,Bokamoso Outreach Youth Academy,198000.0
2021-06-01T00:00:00Z,Charities,GP,M32136,Daffodils Educare Organisation,173299.0
2021-06-01T00:00:00Z,Charities,LP,M32239,Maipana Creche and Pre-school,162000.0
2021-06-01T00:00:00Z,Arts,MP,M31751,One Way Forward Movement,119700.0
2021-06-01T00:00:00Z,Charities,FS,M32149,Phela O Phedise Luncheon Club,115000.0
2021-06-02T00:00:00Z,Charities,GP,M32062,Tembisa Child and Family Welfare Society,1057498.0
2021-06-02T00:00:00Z,Charities,KZN,M31952,Siyakwazi,1027955.0
2021-06-02T00:00:00Z,Sports and recreation,FS,M31802,Griffons Rugby Union,715000.0
2021-06-02T00:00:00Z,Charities,KZN,M32011,Ladysmith Hospice Association,578160.0
2021-06-02T00:00:00Z,Charities,MP,M31898,Mpumelelo Pre-school,545600.0
2021-06-02T00:00:00Z,Charities,MP,M31925,Mpilo Drop In Centre,386414.0
2021-06-02T00:00:00Z,Arts,MP,M31740,Hlanganani Community Projects,374151.0
2021-06-02T00:00:00Z,Charities,FS,M31900,Setshabelo Sa Basadi Support Centre,358000.0
2021-06-02T00:00:00Z,Charities,KZN,M32022,Siphathisiwe Creche,349586.0
2021-06-02T00:00:00Z,Charities,GP,M31704,Sekwanele National Empowerment Fund For Abused Woman and Children,314400.0
2021-06-02T00:00:00Z,Arts,MP,M32127,Combination Community Services,305500.0
2021-06-02T00:00:00Z,Charities,GP,M31646,Mohau Daycare,267661.0
2021-06-02T00:00:00Z,Charities,GP,M32046,Baby Boom Nursery School,239200.0
2021-06-02T00:00:00Z,Charities,KZN,M32045,Siyaphambili Youth Empowerment,236709.0
2021-06-02T00:00:00Z,Sports and recreation,WC,M32051,Newton Rugbyklub,215000.0
2021-06-02T00:00:00Z,Arts,MP,M32100,Little Gem Kids Development Centre,168000.0
2021-06-02T00:00:00Z,Arts,NC,M31711,Sun Spoor - 21258,157000.0
2021-06-02T00:00:00Z,Sports and recreation,EC,M31998,Hungry Lion Rugby Club,155000.0
2021-06-02T00:00:00Z,Sports and recreation,NC,M31871,Olympian Wanderers Cricket,155000.0
2021-06-02T00:00:00Z,Charities,KZN,M32059,Sinamuva Creche and Pre-school ECD Centre,148407.0
2021-06-02T00:00:00Z,Sports and recreation,EC,M32072,Young Stars Rugby Football Club,135000.0
2021-06-02T00:00:00Z,Sports and recreation,GP,M31785,Sport for Social Change Network (SSCN) Southern Africa NPC,115000.0
2021-06-02T00:00:00Z,Sports and recreation,KZN,M31713,Juventus Football Club,115000.0
2021-06-02T00:00:00Z,Sports and recreation,WC,M31756,Kansas City Netball Club,115000.0
2021-06-02T00:00:00Z,Charities,WC,M31932,Emmanuel Educare,105200.0
2021-06-02T00:00:00Z,Sports and recreation,KZN,M31895,Total Spurs Football Club,105000.0
2021-06-02T00:00:00Z,Sports and recreation,KZN,M31851,Vezonakhosbone Sports Academy Football Club,95000.0
2021-06-02T00:00:00Z,Sports and recreation,KZN,M31835,Isulabasha Football Club,95000.0
2021-06-02T00:00:00Z,Sports and recreation,KZN,M31844,Amazayoni FC,95000.0
2021-06-02T00:00:00Z,Sports and recreation,KZN,M31870,Brains Football Club,85000.0
2021-06-02T00:00:00Z,Sports and recreation,KZN,M31689,Sisonke Football Club,85000.0
2021-06-02T00:00:00Z,Sports and recreation,FS,M31633,Ntha Roses Football Club,75000.0
2021-06-02T00:00:00Z,Sports and recreation,FS,M31634,SA Rural Youth and Women Development Organisation NPC,75000.0
2021-06-02T00:00:00Z,Sports and recreation,FS,M31635,Young City Football Club,75000.0
2021-06-02T00:00:00Z,Sports and recreation,FS,M31825,Bolata Diamond Netball,75000.0
2021-06-02T00:00:00Z,Sports and recreation,KZN,M31651,Taka Football Club,75000.0
2021-06-02T00:00:00Z,Sports and recreation,KZN,M31665,Real Bathez Football Club,75000.0
2021-06-02T00:00:00Z,Sports and recreation,KZN,M31736,Vuligugu Football Club,75000.0
2021-06-02T00:00:00Z,Sports and recreation,MP,M31741,Rooiboklaagte Real Rangers FC,75000.0
2021-06-02T00:00:00Z,Sports and recreation,MP,M31745,Happy Dam FC,75000.0
2021-06-02T00:00:00Z,Sports and recreation,WC,M31839,Bombers Netball Club,75000.0
2021-06-02T00:00:00Z,Sports and recreation,FS,M31610,Sport Omega,65000.0
2021-06-02T00:00:00Z,Sports and recreation,GP,M31672,Emanuel Sports Promotion Centre,65000.0
2021-06-02T00:00:00Z,Sports and recreation,GP,M31833,Future Tournament,65000.0
2021-06-02T00:00:00Z,Sports and recreation,NC,M31803,NCSAPD,65000.0
2021-06-02T00:00:00Z,Charities,EC,M31860,Nomzamo Daycare Centre,64560.0
2021-06-03T00:00:00Z,Charities,GP,M32372,Beast Health NPC,1389995.0
